age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
36,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,60,1
36,Government,Masters,Single,Professional,White,Female,30,0
51,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
39,Government,HS-grad,Married,Service,White,Male,56,0
53,Private,HS-grad,Divorced,Service,Other,Male,40,0
42,Private,Some-college,Single,White-Collar,White,Female,40,0
50,Private,Bachelors,Divorced,Service,White,Male,40,0
47,Private,Assoc,Single,Professional,White,Female,40,0
43,Government,Bachelors,Married,Professional,Other,Male,40,1
42,Government,Masters,Married,Professional,White,Male,50,1
41,Government,Assoc,Married,Professional,White,Male,35,1
58,Private,HS-grad,Divorced,Service,White,Female,25,0
31,Private,Some-college,Married,Blue-Collar,White,Male,40,1
43,Government,Some-college,Married,Service,White,Male,40,0
43,Private,HS-grad,Separated,Blue-Collar,White,Male,40,0
58,Private,HS-grad,Married,Service,Other,Female,60,0
60,Private,HS-grad,Married,White-Collar,White,Female,40,0
39,Private,Prof-school,Married,White-Collar,White,Male,55,1
37,Private,HS-grad,Single,Service,White,Female,35,0
37,Private,Bachelors,Separated,Service,Other,Male,40,0
35,Private,Masters,Single,Professional,White,Male,45,1
42,Private,HS-grad,Married,Blue-Collar,White,Male,50,0
37,Private,Some-college,Married,Blue-Collar,White,Male,45,0
45,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
51,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
43,Private,Bachelors,Married,White-Collar,White,Male,40,1
65,Other/Unknown,HS-grad,Widowed,Other/Unknown,White,Female,35,0
55,Self-Employed,HS-grad,Married,Sales,White,Male,40,0
31,Private,HS-grad,Married,Blue-Collar,White,Male,50,1
43,Government,Masters,Divorced,Professional,White,Female,40,0
47,Private,Bachelors,Married,Sales,White,Male,70,0
65,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,45,0
52,Private,Some-college,Divorced,Sales,White,Female,50,0
57,Self-Employed,Bachelors,Divorced,Professional,White,Male,80,0
32,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
52,Private,Assoc,Married,Blue-Collar,White,Male,40,0
41,Private,Bachelors,Divorced,Professional,Other,Male,40,0
41,Private,HS-grad,Married,Blue-Collar,White,Male,4,0
24,Private,Some-college,Married,Blue-Collar,White,Male,40,1
36,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
38,Government,Assoc,Married,Blue-Collar,White,Male,40,0
66,Government,School,Widowed,Service,White,Female,20,0
36,Self-Employed,HS-grad,Single,Service,White,Female,70,0
43,Private,HS-grad,Married,Blue-Collar,White,Male,48,1
72,Other/Unknown,School,Widowed,Other/Unknown,White,Female,24,0
29,Self-Employed,HS-grad,Married,Blue-Collar,Other,Male,50,1
68,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,40,0
59,Private,Bachelors,Married,Blue-Collar,White,Male,4,0
47,Private,HS-grad,Divorced,Service,Other,Female,40,0
41,Private,Assoc,Separated,Service,White,Male,40,0
37,Private,Bachelors,Single,White-Collar,Other,Female,40,0
37,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
51,Self-Employed,Some-college,Married,Blue-Collar,White,Male,20,0
36,Private,School,Single,Service,White,Male,35,0
39,Private,Bachelors,Married,Blue-Collar,White,Male,99,1
72,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,8,0
47,Private,HS-grad,Separated,Blue-Collar,Other,Male,40,0
39,Private,Some-college,Divorced,Sales,White,Male,45,0
61,Private,HS-grad,Married,Service,White,Female,4,0
48,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
40,Self-Employed,HS-grad,Married,White-Collar,White,Male,50,0
37,Private,Some-college,Married,Blue-Collar,White,Male,40,1
34,Private,Some-college,Married,Service,White,Male,40,1
44,Self-Employed,Bachelors,Married,White-Collar,White,Male,70,1
40,Private,Assoc,Married,Sales,White,Male,50,1
67,Other/Unknown,School,Single,Other/Unknown,Other,Female,35,0
40,Private,Some-college,Married,Blue-Collar,White,Male,50,0
36,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
51,Self-Employed,HS-grad,Single,Sales,White,Male,40,0
45,Self-Employed,HS-grad,Married,Sales,White,Male,40,0
37,Private,Assoc,Married,Sales,White,Male,40,0
36,Self-Employed,Bachelors,Single,Service,White,Male,55,1
52,Private,School,Single,Service,White,Female,7,0
64,Other/Unknown,School,Divorced,Other/Unknown,White,Male,40,0
41,Private,HS-grad,Separated,Blue-Collar,White,Female,44,0
67,Government,HS-grad,Divorced,Service,Other,Male,20,0
40,Private,Bachelors,Married,White-Collar,White,Male,50,1
40,Government,Prof-school,Married,Professional,White,Male,40,1
50,Private,Bachelors,Single,Sales,White,Female,32,0
41,Government,Masters,Married,White-Collar,White,Male,40,1
52,Private,Assoc,Married,Service,White,Male,40,0
51,Private,School,Married,Blue-Collar,White,Male,40,0
36,Self-Employed,Assoc,Married,Service,White,Male,60,0
60,Private,HS-grad,Divorced,Service,White,Female,40,0
44,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
46,Private,Some-college,Divorced,Service,White,Female,10,0
29,Government,Bachelors,Married,Professional,White,Female,25,1
42,Private,Some-college,Single,Blue-Collar,Other,Female,40,0
38,Government,Masters,Married,Professional,White,Male,40,1
39,Private,Bachelors,Married,Blue-Collar,Other,Male,40,1
45,Private,School,Single,Service,White,Female,15,0
63,Private,School,Married,Blue-Collar,White,Male,40,0
30,Private,Doctorate,Married,Professional,White,Male,75,1
36,Government,HS-grad,Married,White-Collar,Other,Female,40,1
41,Government,Bachelors,Divorced,Professional,White,Male,40,0
53,Private,HS-grad,Divorced,Blue-Collar,Other,Male,32,0
36,Private,Some-college,Married,White-Collar,White,Male,40,0
52,Private,HS-grad,Separated,Blue-Collar,Other,Female,40,0
57,Private,Bachelors,Married,Professional,White,Male,40,0
37,Self-Employed,Some-college,Married,White-Collar,White,Female,20,0
30,Private,HS-grad,Married,Blue-Collar,White,Male,50,1
48,Private,HS-grad,Married,Sales,White,Male,50,0
31,Private,HS-grad,Married,White-Collar,White,Female,40,1
39,Private,HS-grad,Married,Blue-Collar,White,Male,56,0
40,Self-Employed,School,Married,Blue-Collar,White,Male,40,1
80,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,8,0
38,Government,HS-grad,Divorced,White-Collar,White,Female,40,0
31,Private,Some-college,Married,Sales,White,Male,38,1
51,Self-Employed,Some-college,Divorced,Sales,White,Female,50,0
43,Private,Masters,Married,Professional,White,Male,40,1
37,Private,School,Divorced,Blue-Collar,White,Male,40,0
37,Private,Bachelors,Married,Professional,White,Male,45,1
73,Other/Unknown,Bachelors,Married,Other/Unknown,Other,Male,5,0
50,Self-Employed,School,Single,Service,Other,Female,15,0
39,Self-Employed,Assoc,Married,Blue-Collar,White,Male,40,1
65,Private,Bachelors,Divorced,Professional,White,Male,40,0
40,Private,School,Married,White-Collar,White,Male,40,1
43,Private,Assoc,Divorced,Blue-Collar,White,Male,40,0
43,Private,Bachelors,Married,White-Collar,White,Male,40,0
48,Self-Employed,School,Single,Blue-Collar,White,Male,50,0
62,Self-Employed,HS-grad,Married,Sales,White,Female,48,0
59,Self-Employed,Assoc,Divorced,Service,White,Male,40,0
38,Self-Employed,Bachelors,Married,Professional,Other,Male,60,1
51,Self-Employed,Bachelors,Married,White-Collar,Other,Female,35,0
37,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
38,Private,Some-college,Divorced,Service,White,Female,50,0
26,Private,Some-college,Married,White-Collar,White,Male,40,1
41,Government,Bachelors,Divorced,Professional,White,Male,65,0
40,Private,Some-college,Married,Blue-Collar,White,Male,68,1
37,Government,Some-college,Married,Blue-Collar,White,Male,43,0
38,Private,Bachelors,Single,White-Collar,White,Male,40,0
46,Self-Employed,Some-college,Divorced,White-Collar,White,Male,50,0
35,Private,Bachelors,Single,White-Collar,White,Male,45,1
64,Self-Employed,Bachelors,Married,Professional,White,Male,40,0
47,Private,School,Married,White-Collar,White,Female,55,0
46,Private,Assoc,Married,Blue-Collar,White,Male,40,0
39,Private,HS-grad,Married,White-Collar,White,Male,50,1
60,Self-Employed,HS-grad,Married,Blue-Collar,Other,Male,50,0
34,Private,Bachelors,Divorced,Sales,White,Female,50,1
57,Private,Some-college,Married,Blue-Collar,White,Male,40,0
49,Self-Employed,Some-college,Married,Sales,White,Male,60,0
37,Private,Bachelors,Married,Professional,White,Male,40,0
36,Private,HS-grad,Married,Sales,White,Male,50,0
