Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
57,1,0,1,4,1,4,1,0,0,40,9,0
54,5,4,0,8,0,4,1,0,0,98,9,1
47,4,4,2,7,1,4,0,0,0,40,9,0
30,2,4,0,2,0,4,1,0,0,40,9,0
17,0,3,1,0,3,4,1,0,0,40,9,0
35,4,4,0,2,0,3,1,0,0,45,9,1
56,2,3,1,2,1,4,1,0,0,40,9,0
20,4,4,1,2,3,4,1,0,0,28,9,0
38,2,1,0,5,0,4,1,0,0,38,9,0
19,4,4,1,6,3,4,0,0,0,25,9,0
24,4,4,1,2,2,4,1,594,0,40,0,0
31,4,4,1,1,1,4,1,0,0,40,3,0
44,2,1,1,5,3,4,1,0,0,60,9,0
21,7,4,1,6,3,2,0,0,1602,12,9,0
41,4,4,0,2,0,4,1,0,0,40,9,0
18,4,3,1,7,3,4,0,0,0,16,9,0
23,4,3,1,2,3,4,1,0,0,40,9,0
37,2,4,0,7,0,0,1,0,0,32,9,0
46,0,0,2,0,4,4,1,0,0,30,9,0
43,6,1,2,6,4,4,1,0,0,45,9,0
31,4,3,0,2,0,4,1,0,0,40,5,0
40,4,4,2,2,4,4,1,0,0,40,9,1
27,4,6,2,5,1,4,0,0,0,12,9,0
64,2,4,1,2,4,4,1,0,0,40,9,0
31,1,0,1,5,3,4,1,0,0,40,9,0
48,4,5,0,8,0,2,1,0,0,45,9,0
37,6,1,0,6,0,4,1,0,0,20,1,1
28,4,4,2,4,1,4,1,0,0,24,9,0
42,4,4,0,2,0,4,1,0,0,40,9,0
60,5,3,0,6,0,4,1,0,0,60,9,0
17,4,3,1,7,3,4,0,0,0,20,9,0
21,0,4,1,0,3,4,0,0,0,30,9,0
46,4,3,2,1,3,2,1,0,0,40,9,0
18,4,4,1,1,3,4,0,0,0,40,9,0
22,4,4,1,7,1,4,1,0,0,27,9,0
44,6,1,2,8,1,4,1,0,0,60,9,0
36,4,4,0,6,0,4,1,0,0,40,9,0
65,4,0,2,8,1,4,0,0,0,40,9,0
26,4,4,1,7,1,4,1,0,0,40,5,0
21,4,3,0,7,0,4,1,0,0,25,9,0
41,4,4,2,2,1,4,1,0,2339,40,9,0
28,4,4,1,7,4,4,0,0,0,35,9,0
27,4,4,1,2,1,4,0,0,0,40,9,0
19,7,4,1,7,1,2,1,0,0,12,9,0
40,4,4,0,2,0,4,1,0,0,40,9,0
19,4,4,1,2,3,4,1,0,0,15,9,0
40,4,0,0,2,0,4,1,2829,0,40,9,0
37,4,4,1,2,4,4,1,0,0,40,9,0
33,4,4,0,1,0,2,1,0,0,40,9,1
34,4,4,0,7,0,4,1,0,0,40,9,0
44,2,0,1,4,1,4,1,0,0,40,9,0
33,4,4,2,1,4,2,0,0,0,40,9,0
72,2,4,0,8,0,4,1,2290,0,10,9,0
19,4,4,1,6,3,4,0,0,0,40,9,0
59,4,0,2,5,1,4,0,0,0,36,9,0
40,4,4,2,4,1,2,0,0,0,40,9,0
35,4,4,2,5,4,4,0,0,0,40,9,0
22,4,0,1,1,1,4,1,0,0,45,9,0
41,4,5,1,5,1,4,0,0,0,40,9,0
59,4,4,0,4,0,4,1,0,0,50,9,1
50,4,3,2,2,4,4,1,0,0,40,9,0
21,4,0,1,1,1,4,0,0,0,10,9,0
40,5,4,0,8,0,4,1,0,0,40,9,0
22,4,4,1,6,1,4,1,0,0,40,9,0
43,4,3,2,2,1,4,0,0,0,40,5,0
17,4,3,1,2,3,4,0,0,0,16,9,0
42,2,3,2,7,1,4,1,0,0,40,9,0
37,4,4,0,2,0,2,1,0,0,40,9,1
19,4,3,1,1,3,4,1,0,0,38,0,0
43,4,3,0,2,0,3,1,0,0,40,5,0
46,4,3,2,2,4,4,0,0,0,40,9,0
18,0,4,1,0,3,4,0,0,0,20,9,0
50,2,6,0,1,0,1,1,0,0,40,7,1
47,6,3,0,6,0,4,1,0,0,40,5,0
31,4,4,1,2,1,4,1,2907,0,99,9,0
33,4,3,0,1,0,4,1,0,0,45,9,0
27,4,4,0,2,0,4,1,7298,0,40,9,1
59,6,4,0,2,0,4,1,0,0,35,9,0
39,2,4,0,2,0,4,1,0,0,40,9,1
29,4,4,0,2,0,4,1,0,0,40,9,0
26,4,1,3,8,1,4,0,0,0,55,9,0
24,4,4,1,2,3,4,1,0,0,40,9,0
25,4,4,1,1,1,4,1,0,1980,40,9,0
30,4,4,1,1,2,4,0,0,0,20,9,0
52,7,3,0,2,0,4,1,0,0,40,9,0
51,1,5,0,5,0,4,1,0,0,40,9,1
30,4,1,1,6,1,4,1,0,0,60,9,1
19,0,4,1,0,3,4,0,0,0,25,9,0
23,4,4,1,4,3,4,1,0,0,60,9,0
37,7,2,0,5,0,4,1,0,0,45,9,0
25,7,4,0,1,0,2,1,0,0,38,9,0
49,6,6,0,5,0,4,1,15024,0,65,9,1
30,4,4,0,5,0,4,1,0,0,55,9,0
40,4,4,2,1,4,4,0,0,0,40,9,0
20,4,4,1,2,2,3,1,0,0,32,9,0
35,6,0,0,2,0,4,1,3103,0,55,9,0
24,4,1,1,8,3,4,1,0,0,45,9,0
32,4,4,2,2,4,2,1,0,0,40,9,0
35,4,4,2,7,3,2,0,0,0,30,9,0
20,4,4,1,7,1,4,0,0,0,40,9,0
29,7,4,0,2,0,4,1,0,0,40,9,1
25,4,4,1,2,3,4,1,0,0,28,9,0
50,2,3,0,2,0,4,1,0,0,40,9,0
24,4,4,1,1,1,4,1,0,0,50,9,0
49,0,1,0,0,0,4,1,15024,0,60,9,1
30,2,4,2,4,3,4,0,0,0,32,9,0
37,4,4,0,1,0,4,1,0,0,40,9,0
50,4,4,0,2,5,4,0,3137,0,40,8,0
20,4,4,1,2,3,4,1,0,0,30,9,0
49,6,4,0,2,0,4,1,5013,0,50,9,0
55,4,3,0,2,0,4,1,0,0,50,9,0
61,4,3,3,2,4,4,0,0,0,40,3,0
22,4,4,2,7,3,4,0,0,0,3,9,0
23,4,0,1,1,1,4,1,0,0,12,9,0
43,4,4,1,5,1,4,1,4650,0,40,9,0
39,4,1,2,1,1,1,0,0,0,24,7,0
21,4,4,1,6,3,4,1,0,0,35,9,0
52,5,4,0,8,0,4,1,0,0,40,9,1
30,4,0,0,6,0,4,1,4064,0,40,9,0
42,4,1,2,1,4,4,1,9562,0,45,9,1
50,6,1,0,2,0,4,1,0,0,50,9,0
51,6,0,2,8,4,4,0,0,0,99,9,0
47,4,3,2,8,1,0,0,0,0,45,9,0
49,0,3,2,0,1,4,1,0,0,40,9,0
45,4,4,0,2,0,4,1,0,0,40,9,0
48,1,4,3,7,4,2,0,0,0,40,9,0
36,4,1,0,8,0,4,1,0,0,50,9,1
20,3,4,1,0,3,2,1,0,0,40,9,0
61,4,4,0,2,0,4,1,0,0,40,9,0
72,4,1,2,6,1,4,1,0,0,30,9,0
19,4,4,1,6,3,4,0,0,0,15,9,0
54,5,1,0,2,0,1,1,7688,0,40,0,1
47,0,4,2,0,1,0,0,0,0,35,9,0
39,4,4,2,7,4,0,0,6849,0,40,9,0
24,4,3,1,2,1,4,0,0,0,40,9,0
44,4,4,2,2,4,4,1,0,0,40,4,0
19,4,4,1,2,3,4,1,0,0,20,9,0
20,4,4,1,6,1,4,1,0,0,48,9,0
23,4,4,1,2,3,4,0,0,0,40,9,0
58,4,4,0,2,0,4,1,0,0,53,9,1
20,4,3,1,2,3,4,1,0,0,40,9,0
62,4,4,0,8,0,4,1,0,0,12,9,0
25,4,4,1,1,3,2,0,4416,0,40,5,0
67,4,1,0,5,0,4,1,0,0,2,9,0
37,2,0,0,8,0,4,1,0,0,40,3,1
36,4,4,2,8,3,4,0,1831,0,40,9,0
38,4,0,2,4,4,4,0,0,0,20,9,0
23,4,4,2,7,4,4,0,0,0,80,9,0
28,4,4,0,6,5,4,0,0,0,40,9,0
25,4,4,2,8,3,4,1,0,0,40,9,0
41,6,2,0,5,0,4,1,15024,0,55,9,1
63,4,1,0,6,0,4,1,0,1848,40,9,1
60,6,4,0,2,0,4,1,0,0,30,9,0
31,5,4,0,8,0,4,1,0,0,50,9,0
29,6,4,0,2,0,4,1,0,0,37,9,0
37,4,1,0,8,5,4,0,7688,0,45,9,1
51,4,3,0,6,0,4,1,0,0,40,9,0
45,4,4,0,8,0,4,1,7298,0,40,9,1
27,4,4,0,2,0,4,1,0,0,40,9,0
18,4,4,1,7,3,4,1,0,0,20,9,0
34,4,4,2,2,4,4,0,0,0,40,9,0
66,6,2,0,6,0,4,1,0,2377,25,9,1
19,0,4,1,0,3,4,0,0,0,15,9,0
36,4,4,0,2,0,4,1,0,0,35,9,0
35,4,1,2,8,4,4,0,0,0,40,9,0
27,4,4,0,6,0,4,1,0,0,45,9,0
29,4,4,2,8,3,4,0,1831,0,40,9,0
25,4,4,1,1,3,4,0,0,0,40,9,0
22,4,4,1,7,3,4,1,0,0,32,9,1
41,4,4,0,2,0,4,1,0,0,48,9,1
20,4,0,1,2,3,4,1,0,0,20,9,0
52,4,4,0,2,0,4,1,0,0,40,9,0
34,4,4,2,7,4,2,0,0,0,37,9,0
44,4,6,2,5,1,4,1,0,0,45,9,1
50,4,5,2,6,1,4,0,0,0,40,9,1
49,5,1,0,8,0,4,1,0,0,50,9,1
36,0,1,1,0,3,4,0,0,0,40,9,0
71,7,6,0,7,0,4,1,0,0,28,9,0
20,4,4,1,7,2,2,1,0,0,25,9,0
20,4,4,1,1,3,4,0,0,0,40,0,0
59,5,4,0,6,0,4,1,0,0,60,9,1
41,4,3,0,2,0,4,1,3411,0,40,5,0
38,4,4,2,8,1,4,0,0,0,42,9,0
55,2,4,0,2,0,4,1,0,0,40,9,0
17,4,3,1,7,4,4,0,0,0,20,9,0
45,4,1,0,8,0,4,1,0,0,55,9,1
43,6,4,2,2,4,0,1,0,0,30,9,0
19,4,3,1,7,3,4,1,0,0,25,9,0
33,4,4,2,7,3,4,0,0,0,40,9,0
63,4,4,1,8,1,4,1,0,0,40,9,0
39,6,4,2,2,1,4,1,8614,0,50,9,1
34,4,4,0,2,0,4,1,0,0,40,9,0
31,4,0,1,2,4,4,1,0,0,40,9,0
21,4,3,0,2,0,4,1,0,0,40,9,0
23,4,0,1,1,2,4,0,0,0,36,9,0
20,4,4,1,2,3,4,0,0,0,8,9,0
45,4,1,2,6,1,4,1,0,0,60,9,1
59,4,4,0,2,0,4,1,0,0,50,9,0
58,4,5,0,8,0,4,1,15024,0,40,4,1
66,2,4,3,1,4,4,0,0,0,35,9,1
37,4,0,0,5,5,4,0,0,1887,35,9,1
29,4,4,2,2,3,4,1,0,0,40,9,0
32,7,1,2,8,1,1,0,0,0,40,9,0
39,4,1,0,5,0,4,1,0,1902,50,9,1
57,4,4,3,8,4,4,0,0,0,45,9,0
57,4,5,0,5,0,4,1,0,0,40,9,1
50,5,4,2,6,1,4,1,0,0,60,9,0
44,5,1,0,2,0,4,1,15024,0,65,9,1
56,4,0,0,2,0,2,1,0,0,40,9,1
26,4,5,1,8,1,4,0,0,0,48,9,0
22,0,4,1,0,3,4,0,0,0,40,3,0
26,6,0,1,2,3,4,1,0,0,65,9,0
33,4,1,0,5,0,4,1,0,0,40,9,1
36,6,0,0,2,0,4,1,0,0,60,9,1
45,4,4,0,6,0,4,1,0,0,40,9,1
56,2,2,2,5,1,4,0,0,1669,38,9,0
23,4,4,1,6,3,4,1,0,0,36,6,0
23,4,4,1,7,1,2,1,0,0,25,9,0
35,2,1,2,5,1,4,1,0,0,40,9,0
39,4,1,0,5,5,4,0,7688,0,32,9,1
45,4,4,2,2,1,4,1,0,0,40,9,0
21,4,4,1,6,3,4,0,0,0,25,9,0
56,7,4,0,1,0,4,1,0,0,40,9,0
31,1,4,1,2,3,4,0,0,0,40,9,0
44,4,3,1,2,1,2,1,0,0,36,9,0
21,0,4,1,0,2,4,1,0,0,10,9,0
31,4,4,0,2,0,4,1,5013,0,40,9,0
20,4,4,1,2,3,4,1,0,0,38,9,0
17,0,3,1,0,3,2,0,0,0,40,9,0
44,1,4,0,1,0,4,1,0,0,40,9,1
19,4,4,1,7,3,4,0,0,0,23,9,0
71,0,4,3,0,4,4,1,0,0,24,9,0
23,4,4,1,6,1,4,0,0,0,40,9,0
21,4,4,1,2,3,4,1,0,0,40,5,0
29,7,5,0,5,0,4,1,0,0,15,9,0
33,4,4,2,7,1,4,0,0,0,30,9,0
46,4,4,2,8,1,4,1,0,0,48,9,1
21,0,4,1,0,3,2,0,0,0,40,9,0
36,5,4,0,6,0,4,1,15024,0,60,9,1
70,6,5,0,5,0,4,1,9386,0,30,9,1
19,4,4,1,2,1,4,0,0,0,37,9,0
29,4,4,0,8,3,2,0,0,0,40,9,0
34,4,0,1,6,4,4,1,0,0,50,9,0
26,4,4,1,8,1,4,1,0,0,40,9,0
30,4,1,1,8,1,4,0,0,0,40,9,0
34,4,4,1,1,1,4,0,0,0,40,9,0
24,0,1,1,0,1,1,1,0,0,25,2,0
28,4,4,1,6,3,4,1,0,0,48,9,0
24,0,4,1,0,3,4,1,0,0,40,9,0
76,4,1,0,1,0,4,1,20051,0,50,9,1
19,4,3,1,2,3,4,1,0,0,40,9,0
45,4,3,0,2,0,4,1,2829,0,40,9,0
24,6,4,1,5,1,1,1,0,0,30,9,1
37,4,1,0,2,0,4,1,0,0,40,9,1
24,4,1,0,5,0,4,1,0,0,30,9,0
24,4,1,1,1,1,4,0,0,0,42,9,0
40,4,4,0,2,0,4,1,0,0,45,9,1
20,4,4,1,2,3,4,1,0,0,20,9,0
23,2,3,0,2,0,4,1,0,0,40,9,0
25,4,4,1,7,1,3,0,0,0,40,9,0
64,4,0,1,5,2,4,0,0,0,30,9,0
53,2,5,0,5,0,4,1,0,1977,55,9,1
28,4,4,0,1,3,4,0,0,0,40,9,0
52,2,5,0,5,0,2,1,0,0,40,9,1
28,4,6,1,5,1,2,1,0,0,50,9,0
31,4,0,0,8,0,4,1,0,0,55,9,1
77,4,1,1,5,1,4,0,0,0,10,9,0
22,4,4,1,4,3,4,1,0,0,40,9,0
17,0,3,1,0,3,4,0,0,0,20,9,0
38,4,1,1,8,1,4,1,0,0,55,9,0
45,0,3,2,0,3,2,1,0,0,40,9,0
25,2,4,1,1,4,2,0,0,0,40,9,0
50,4,4,0,2,0,4,1,0,0,40,9,1
53,2,4,0,8,0,4,1,0,0,60,9,0
24,4,4,1,2,1,4,1,0,0,40,9,0
33,4,4,0,1,0,4,1,0,0,50,9,1
57,1,5,0,8,0,2,1,15024,0,40,9,1
39,4,6,0,8,5,4,0,15024,0,48,9,1
30,4,4,2,2,1,4,1,0,0,30,9,0
31,1,4,0,1,0,4,1,0,0,40,9,1
39,7,4,1,2,3,2,1,0,0,40,9,0
30,4,1,1,6,3,4,0,0,0,65,9,0
48,4,4,2,1,4,4,0,0,0,44,9,0
62,0,5,0,0,5,4,0,0,0,40,9,0
39,4,4,0,2,0,4,1,0,0,45,9,1
34,4,4,1,2,3,4,1,0,1980,40,9,0
45,4,5,0,8,0,4,1,0,0,50,9,1
32,4,3,2,2,4,4,0,0,0,40,9,0
40,1,4,1,1,1,4,0,0,0,50,9,0
17,4,3,1,7,3,4,0,0,0,15,9,0
19,0,3,1,0,3,2,1,0,0,25,9,0
25,4,4,0,4,0,4,1,0,0,84,9,0
42,4,4,0,2,0,4,1,0,0,57,9,0
66,4,1,0,7,2,4,1,0,0,99,9,0
63,6,4,3,6,1,4,1,0,0,70,9,0
43,4,3,0,7,0,4,1,0,0,25,9,0
26,4,4,1,2,1,4,1,0,0,20,5,0
23,4,4,0,2,5,4,0,0,0,40,9,1
39,4,6,0,8,0,4,1,0,0,55,9,1
47,5,4,0,8,0,4,1,0,0,40,9,1
36,4,4,1,2,1,2,0,0,0,48,9,0
35,4,4,0,2,0,4,1,0,0,40,9,0
25,4,4,1,2,1,4,1,0,0,40,9,0
21,7,4,1,1,3,4,0,0,0,15,9,0
46,4,4,0,7,5,4,0,0,0,40,9,0
43,4,3,0,2,0,2,1,0,0,40,9,0
31,7,2,0,5,0,4,1,0,1977,70,9,1
41,4,4,2,2,4,4,0,0,0,60,9,0
50,4,4,3,1,4,4,0,0,0,35,9,0
36,4,3,2,8,1,4,0,0,0,32,9,0
31,0,4,2,0,3,4,0,0,0,20,9,0
45,6,3,0,8,0,4,1,0,0,65,9,1
50,4,3,0,8,0,4,1,0,0,50,9,1
52,4,3,0,8,5,4,0,0,0,50,9,0
40,4,2,0,5,0,4,1,0,0,40,9,1
55,4,1,0,8,0,4,1,15024,0,55,9,1
64,0,3,0,0,0,4,1,0,0,56,9,1
51,5,6,0,5,0,4,1,0,0,40,9,1
30,4,4,0,5,0,4,1,7688,0,40,9,1
56,7,5,2,5,1,4,0,0,0,39,9,0
35,4,4,0,8,0,4,1,0,0,48,9,0
55,6,3,0,6,0,4,1,0,0,35,9,0
30,4,4,1,4,4,4,0,0,0,40,9,0
34,4,4,1,2,1,4,1,0,0,40,9,0
36,4,0,0,5,5,4,0,0,0,40,9,1
43,5,4,0,2,0,4,1,0,0,60,9,0
24,2,4,1,4,1,4,1,0,0,50,9,0
30,4,3,0,7,0,2,1,0,0,40,9,0
33,2,0,1,4,1,4,1,0,0,70,9,0
32,4,0,1,5,1,4,1,0,0,40,0,0
29,1,1,1,5,1,4,0,0,0,40,9,0
50,4,4,0,2,0,4,1,3137,0,47,9,0
18,4,3,1,5,3,4,1,0,0,15,9,0
20,4,3,1,6,3,4,0,0,0,25,9,0
45,7,5,0,5,0,4,1,0,0,45,9,1
22,4,4,1,6,1,4,1,0,0,35,0,0
45,4,6,0,8,0,4,1,0,0,40,9,1
41,4,4,0,2,0,4,1,0,0,40,9,0
42,2,3,2,7,1,4,0,0,0,35,5,0
24,4,1,1,6,1,4,1,0,0,40,9,0
22,4,4,1,2,4,4,1,0,0,35,9,0
28,4,4,0,8,0,4,1,0,0,45,9,1
23,4,4,1,2,3,4,1,0,0,35,9,0
21,4,3,1,2,3,4,0,0,0,38,9,0
23,4,1,1,1,1,1,0,0,0,20,9,0
45,4,4,2,1,4,4,0,0,0,48,9,0
41,4,4,2,6,4,4,0,0,0,40,9,0
49,1,4,0,1,0,4,1,0,0,40,9,1
38,4,4,1,7,3,2,0,0,0,40,9,0
37,4,4,1,2,1,4,1,0,0,40,9,0
70,4,1,3,2,2,1,1,0,0,32,7,0
24,4,4,1,1,1,4,0,2597,0,40,9,0
28,2,1,1,5,1,4,0,0,0,40,9,0
24,4,0,1,1,3,1,0,0,0,20,9,0
83,5,3,0,2,0,4,1,20051,0,50,9,1
69,4,2,0,5,0,4,1,0,0,40,2,1
37,4,4,1,1,4,2,0,0,0,40,9,0
28,4,1,1,8,1,4,0,0,0,40,9,0
54,4,4,2,1,1,4,0,0,0,40,9,0
71,4,4,0,8,0,4,1,0,2377,45,9,1
56,7,4,3,1,4,1,0,0,0,40,9,0
27,2,1,1,5,1,3,0,0,0,45,0,0
42,6,5,0,6,0,4,1,99999,0,80,9,1
21,4,4,1,6,3,4,1,0,0,44,9,0
29,4,0,0,5,0,4,1,0,0,40,9,0
27,4,3,1,7,1,4,1,0,0,24,0,0
32,4,1,1,5,1,4,1,0,0,50,9,1
31,4,4,1,1,1,4,1,0,0,40,9,0
38,4,4,2,7,1,4,0,4650,0,72,9,0
55,7,2,0,5,0,1,1,0,0,40,1,1
48,4,4,0,2,0,4,1,0,0,45,9,0
58,6,4,3,2,1,4,1,0,0,80,9,0
23,4,4,1,1,1,4,0,0,0,40,9,0
28,7,4,1,1,1,4,0,0,0,50,9,0
49,2,4,0,8,0,4,1,0,0,46,9,0
51,4,4,2,7,4,4,0,0,0,40,9,0
23,4,4,2,2,3,4,1,0,0,53,9,0
40,6,4,2,8,1,2,1,0,0,50,9,0
59,4,4,2,7,1,1,1,0,0,40,2,0
47,4,1,2,2,1,4,0,0,0,50,9,0
37,4,4,0,2,0,4,1,0,0,50,9,0
39,4,0,2,8,4,4,1,1506,0,40,9,0
43,4,4,0,2,0,4,1,0,0,60,9,0
40,4,0,0,2,0,4,1,0,0,60,9,0
48,4,3,0,2,0,4,1,0,0,40,9,1
29,4,3,1,6,1,4,0,0,0,48,9,0
48,4,4,0,6,0,4,1,0,0,50,9,1
37,4,1,1,2,1,4,1,0,0,30,9,0
19,4,4,1,6,1,4,1,4101,0,48,9,0
28,4,3,1,7,3,2,0,0,0,30,9,0
56,4,3,0,2,0,2,1,0,0,40,5,0
45,4,4,2,2,3,4,1,0,0,60,9,0
60,7,4,0,4,0,4,1,0,0,40,9,0
53,7,5,0,8,0,4,1,0,0,42,9,1
37,7,4,0,1,0,4,1,0,0,40,9,0
31,4,4,0,7,0,4,1,0,0,40,9,0
29,4,0,0,2,0,4,1,0,0,44,9,1
31,0,4,3,0,4,4,0,0,0,36,9,0
39,4,4,0,2,0,2,1,0,0,40,6,0
31,2,1,0,5,0,4,1,0,0,40,9,1
42,4,1,0,8,0,4,1,15024,0,45,9,1
17,4,3,1,2,3,4,0,0,0,16,9,0
19,4,4,1,7,3,4,0,0,0,20,9,0
24,4,1,1,7,1,1,1,0,0,32,9,0
62,4,4,0,2,0,4,1,6418,0,40,9,1
34,4,3,1,7,2,4,0,0,0,40,5,0
47,5,5,0,8,0,4,1,15024,0,55,9,1
58,4,1,1,5,1,4,0,0,0,62,1,0
23,4,0,1,5,1,4,0,0,0,36,9,0
33,4,4,1,7,4,2,0,0,0,40,9,0
76,4,4,3,1,1,4,1,0,0,6,9,0
40,4,4,2,8,4,4,0,0,0,50,9,0
28,4,3,2,7,4,4,0,0,0,50,9,0
41,4,4,0,4,5,4,0,0,0,40,9,0
46,2,4,0,4,0,4,1,7688,0,96,9,1
22,1,4,1,1,1,4,0,0,0,40,9,0
29,4,0,0,2,0,4,1,0,0,40,9,0
26,4,4,1,7,4,4,1,0,0,40,9,0
31,4,1,1,1,1,4,1,8614,0,40,9,1
22,4,4,1,7,1,4,0,0,0,25,9,0
41,4,4,1,2,1,2,1,0,0,43,9,0
29,4,4,1,2,2,3,1,0,0,40,5,0
60,4,0,0,4,0,4,1,7298,0,40,9,1
72,1,4,0,1,0,4,1,0,0,40,9,1
41,5,4,0,2,0,4,1,0,0,65,9,0
19,4,4,1,7,3,4,0,0,0,25,9,0
25,4,1,1,7,3,4,1,0,0,40,9,0
24,4,1,1,8,1,4,1,0,0,45,9,0
59,4,3,0,7,0,4,1,0,0,30,9,0
17,4,3,1,2,3,4,1,0,0,30,9,0
59,0,1,0,0,0,4,1,0,0,40,9,1
69,0,4,1,0,1,4,1,1848,0,1,9,0
25,4,4,0,6,0,4,1,2885,0,43,9,0
50,0,4,0,0,0,4,1,0,0,60,9,0
29,4,4,2,7,1,4,0,0,0,40,9,0
43,4,4,0,2,0,4,1,0,0,55,9,0
29,2,4,1,7,3,4,0,0,0,10,9,0
29,7,4,2,1,4,2,1,0,0,40,9,0
32,2,4,0,4,0,4,1,0,0,40,9,1
17,0,3,1,0,2,4,1,0,0,6,9,0
50,6,4,0,8,0,4,1,0,0,45,9,1
43,4,4,0,8,0,4,1,0,0,50,9,0
41,4,4,1,2,4,4,0,0,0,40,9,0
32,4,1,0,8,5,4,0,0,0,40,9,1
54,7,5,1,5,1,4,0,0,0,45,9,1
65,4,4,0,8,0,4,1,0,0,40,9,1
18,0,4,1,0,3,3,0,0,0,40,9,0
70,5,4,0,8,0,4,1,0,0,40,9,1
53,4,5,0,8,0,4,1,0,0,55,9,1
37,4,1,0,8,0,4,1,0,1977,60,9,1
21,4,4,1,2,3,4,1,0,0,30,9,0
20,4,4,1,2,3,4,1,0,0,40,9,0
47,7,4,2,1,4,4,1,0,0,38,9,0
26,4,4,0,8,0,4,1,3942,0,45,9,0
31,4,6,1,5,1,4,1,0,0,50,9,0
45,6,4,0,2,0,4,1,0,0,40,9,0
35,4,4,2,1,4,4,0,0,0,40,9,0
55,4,1,0,8,0,4,1,0,0,45,9,1
49,4,5,0,5,0,4,1,0,0,50,9,1
33,5,4,1,7,4,1,1,0,0,40,7,0
30,1,6,1,8,1,4,1,0,0,55,0,0
19,4,4,1,7,3,4,1,0,0,15,9,0
48,5,1,0,8,0,4,1,0,0,60,9,1
41,4,4,2,2,1,4,1,0,0,40,9,1
29,4,1,0,4,0,4,1,0,0,35,9,1
47,2,5,0,5,0,4,1,0,0,48,9,1
53,2,5,0,8,0,2,1,0,0,40,9,1
19,4,4,1,1,3,4,0,0,0,10,9,0
71,4,4,2,7,1,4,0,0,0,16,9,0
29,4,4,1,6,4,4,0,0,0,25,9,0
43,2,4,0,7,0,4,1,0,0,40,9,0
23,4,1,1,8,1,4,0,0,0,30,9,0
52,4,4,2,1,1,4,0,0,0,40,9,0
56,4,1,0,6,0,4,1,0,0,40,9,1
28,4,3,1,2,1,4,1,0,0,40,9,0
44,6,1,0,5,0,4,1,0,0,80,9,0
37,1,1,1,5,1,4,0,0,0,40,9,0
30,4,0,0,8,0,4,1,0,0,50,9,1
31,2,4,0,2,0,4,1,0,0,40,9,0
20,4,4,1,6,3,4,0,0,0,25,9,0
64,4,4,0,6,0,4,1,0,0,65,9,1
45,4,4,0,7,0,4,1,0,0,40,9,0
40,4,4,1,8,1,4,1,0,0,50,9,1
19,4,4,1,2,3,4,1,0,0,52,9,0
54,4,1,2,8,4,4,1,0,0,45,9,1
61,5,2,0,8,0,1,1,0,0,40,2,1
18,4,3,1,7,3,4,0,0,0,20,9,0
62,0,4,0,0,0,4,1,0,0,40,9,1
33,4,0,1,2,1,4,1,0,0,40,9,0
51,4,4,2,7,1,2,0,0,0,37,9,0
54,4,4,0,2,0,4,1,0,0,40,9,0
24,4,4,0,4,2,4,1,0,0,24,9,0
54,4,4,2,8,4,4,0,0,0,40,3,0
42,4,1,0,8,0,4,1,0,0,45,9,1
51,1,5,3,6,4,4,1,0,0,50,8,1
41,4,4,0,1,5,2,0,0,0,40,9,1
47,2,0,2,8,1,4,1,0,1408,40,9,0
31,7,4,2,1,4,4,0,0,0,40,9,0
21,4,0,1,2,3,2,1,0,0,40,9,0
52,4,4,2,8,4,4,0,0,0,40,9,0
20,4,4,1,5,3,4,0,0,0,15,9,0
18,4,4,1,6,3,4,0,0,0,25,9,0
58,4,4,0,7,2,1,0,0,0,60,7,0
23,4,4,1,1,4,4,0,0,0,40,9,0
21,4,4,1,6,1,4,0,0,0,20,9,0
43,7,0,0,4,0,4,1,0,0,40,9,0
53,4,4,2,2,3,4,1,0,0,40,9,0
18,4,4,0,8,5,4,0,0,0,40,9,0
44,4,1,0,8,0,4,1,0,0,40,9,1
31,4,1,1,5,1,4,1,0,0,50,9,0
48,4,3,0,7,0,4,1,0,0,40,9,0
55,5,5,2,5,1,4,0,0,0,35,9,0
24,4,4,1,1,3,2,0,0,0,20,9,0
41,7,5,0,5,0,4,1,0,0,40,9,1
35,4,4,0,2,0,4,1,0,0,40,9,1
47,2,0,2,1,1,4,0,0,0,40,9,0
54,4,4,0,6,0,4,1,0,0,32,9,0
40,4,1,2,6,1,4,1,0,0,40,9,0
56,6,4,2,6,4,4,0,0,0,48,9,0
23,4,0,1,4,1,4,1,0,0,40,9,0
34,6,4,0,2,0,4,1,0,0,60,9,0
27,2,4,1,2,4,2,1,0,0,40,9,0
32,4,1,1,5,1,4,1,0,0,40,9,1
72,6,4,0,2,0,4,1,0,0,74,9,0
43,2,3,0,2,0,4,1,0,1579,40,9,0
32,4,0,2,5,4,2,0,0,0,35,9,0
53,4,4,2,1,3,4,1,0,0,40,6,0
18,4,3,1,7,3,4,1,0,0,10,9,0
38,4,3,3,2,4,2,1,114,0,40,9,0
41,1,0,2,1,3,2,0,0,0,40,9,0
29,4,4,1,2,3,4,1,0,0,45,9,0
70,0,4,0,0,0,4,1,0,0,4,9,1
46,5,1,3,8,1,4,0,0,0,50,0,0
