age,NumberOfDependents,RevolvingUtilizationOfUnsecuredLines,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,SeriousDlqin2yrs
72,1.0,0.03939803,0,0.004332611,6000.0,4,0,0,0,0
58,0.0,0.120880745,0,0.012512856,5833.0,3,0,0,0,0
55,1.0,0.574890027,0,0.384903205,6146.0,9,0,1,0,0
68,0.0,0.8814241909999999,0,0.4239106629999999,4566.0,8,0,1,0,0
41,2.0,0.876601715,0,0.3598000289999999,6800.0,12,0,0,0,0
69,1.0,0.49931246,0,0.1993266889999999,30000.0,21,0,3,1,1
55,3.0,0.123459001,0,0.386532031,15250.0,15,0,3,0,0
52,0.0,0.011818486,0,0.013222516,2646.0,17,0,0,0,0
49,3.0,0.392637582,0,0.325794956,7295.0,14,0,1,0,0
30,0.0,0.366528841,0,0.126671238,5833.0,6,0,0,0,0
64,0.0,0.955223881,0,0.047825362,6000.0,4,0,0,0,0
39,0.0,0.9999999,0,0.8788867890000001,5820.0,6,0,4,0,0
66,1.0,0.049656806,0,0.199759417,13300.0,19,0,2,0,0
33,3.0,0.010094963,0,0.002678354,4106.0,4,0,0,0,0
73,0.0,0.0001,0,0.025603511,4100.0,7,0,0,0,0
52,2.0,0.568177803,0,0.363439427,6000.0,15,0,0,0,0
40,2.0,0.3800427429999999,0,0.559406766,6000.0,8,0,2,0,0
51,0.0,0.955975488,0,0.317268273,10000.0,6,0,2,0,0
36,0.0,0.247244233,0,0.519761372,2681.0,4,0,1,0,0
62,2.0,0.069412621,0,0.049992425,6600.0,8,0,1,0,0
54,1.0,0.0001,0,0.4489841479999999,8957.0,17,0,3,0,0
49,3.0,0.021422867,1,0.204079592,10000.0,8,0,2,0,0
69,0.0,0.051603301,1,0.48056311,6250.0,11,0,1,0,0
62,1.0,0.071607571,0,0.286300901,8766.0,13,0,1,0,0
63,0.0,0.33877562,0,0.593340666,10000.0,8,0,2,0,0
47,2.0,0.050658987,0,1.908045977,2000.0,12,0,3,0,0
51,3.0,0.093936547,0,0.009214783,10200.0,4,0,0,0,0
63,0.0,0.242358588,0,0.194541786,9416.0,3,0,1,0,0
44,0.0,0.020928584,0,0.418129305,4500.0,12,0,1,0,0
49,3.0,0.0286054829999999,0,0.2277308,8632.0,8,0,1,0,0
47,2.0,0.168734938,0,0.0861428019999999,7800.0,4,0,1,0,0
74,0.0,0.2254700539999999,0,0.358996482,15066.0,11,0,3,0,0
41,0.0,0.227508462,0,0.279953015,7661.0,12,0,2,0,0
47,0.0,0.326248805,0,0.389861014,10000.0,15,0,2,0,0
69,0.0,0.32337227,0,0.134988985,4992.0,13,0,0,0,0
37,0.0,0.047246669,0,316.0,0.0001,5,0,0,0,0
56,0.0,0.015330778,0,0.000259707,7700.0,2,0,0,0,0
33,0.0,0.3780012789999999,0,3.2166018160000003,770.0,6,0,1,0,0
27,1.0,0.229627386,0,0.087964814,2500.0,4,0,0,0,0
55,1.0,0.0001,0,0.449670529,4400.0,10,0,1,0,0
46,1.0,0.098566735,0,0.627674465,5000.0,13,0,2,0,0
70,0.0,0.0924172869999999,1,2.466476462,700.0,14,0,1,0,0
74,0.0,0.570229656,0,2.3302232590000003,3000.0,11,0,0,0,0
65,0.0,0.117848911,0,0.15855573,1273.0,8,0,0,0,0
47,5.0,0.047080424,0,0.194691874,5500.0,8,0,0,0,0
77,0.0,0.9999999,0,0.0001,1834.0,2,0,0,0,0
58,0.0,0.45622054,0,0.333252799,12416.0,9,0,1,0,0
54,0.0,0.009040034,0,0.0056603769999999,1589.0,8,0,0,0,0
91,0.0,0.315238751,1,0.519949601,16666.0,28,0,0,0,1
29,1.0,0.00109989,0,0.0001,2947.0,1,0,0,0,0
69,0.0,0.083066348,0,0.017331023,7500.0,6,0,0,0,0
62,0.0,0.025678266,0,0.215899065,11333.0,12,0,1,0,0
69,1.0,0.006928448,0,0.300792577,10345.0,14,0,2,0,0
63,0.0,0.019853725,0,0.039524762,8500.0,10,0,0,0,0
69,4.0,0.383070476,0,0.3762814829999999,7900.0,8,0,1,0,0
51,2.0,0.0001,1,0.440301141,8500.0,8,0,3,0,0
58,0.0,0.183743792,0,0.555917039,4917.0,10,0,2,1,0
42,3.0,0.949001889,0,0.507123219,4000.0,11,0,0,0,0
47,2.0,0.362454585,0,0.135716071,4000.0,11,0,0,0,0
31,0.0,0.410715105,0,0.179377321,3500.0,7,0,0,0,0
69,0.0,0.0194943419999999,0,0.160175221,10500.0,14,0,1,0,0
55,0.0,0.0001,0,0.214332676,6083.0,3,0,1,0,0
46,0.0,0.246669937,0,0.209765452,6778.0,9,0,2,0,0
45,3.0,0.058056214,0,0.639072186,5000.0,7,0,1,0,0
63,0.0,0.504970134,0,0.7462299720000001,8487.0,25,0,2,0,0
27,0.0,0.419449155,0,0.11441703,4133.0,5,0,0,0,0
42,5.0,0.636393047,0,0.21630574,32000.0,6,0,3,0,0
38,2.0,0.931866876,1,0.31160175,4800.0,8,0,1,0,0
42,3.0,0.142911704,0,0.029132908,5800.0,4,0,0,0,0
55,0.0,0.040327392,0,0.290016469,12750.0,18,0,2,0,0
61,0.0,0.528847115,0,0.274901605,3302.0,8,0,1,0,0
66,1.0,0.0001,0,0.105178964,5000.0,3,0,1,0,0
41,2.0,0.6173517629999999,4,0.167588827,15000.0,14,1,1,0,0
32,0.0,0.6368814070000001,0,0.103948026,2000.0,4,0,0,0,0
66,0.0,0.91947651,0,0.9001521490000001,5257.0,18,0,1,0,0
65,0.0,0.0039999,0,0.0004906169999999,8152.0,8,0,0,0,0
33,0.0,0.497150071,0,0.38538435,2900.0,12,0,1,0,0
38,0.0,0.512911005,1,0.194280908,3566.0,3,0,0,0,0
48,0.0,0.08571746,1,0.012102078,3800.0,2,0,0,0,0
54,0.0,0.0001,0,0.170765847,5000.0,8,0,1,0,0
45,0.0,0.986149584,0,0.5491969720000001,5416.0,6,0,1,0,0
54,0.0,0.251199653,0,0.7713801859999999,1180.0,9,0,0,0,0
53,0.0,0.026618806,0,0.001828362,8750.0,4,0,0,0,0
48,2.0,0.127197876,0,0.279265493,2613.0,10,0,0,0,0
54,4.0,0.773150364,8,0.293505927,13750.0,14,1,1,4,0
71,0.0,0.0339279939999999,0,0.0067467119999999,8744.0,6,0,0,0,0
56,2.0,0.322755214,0,0.381492491,12783.0,17,0,2,0,0
66,1.0,0.011376973,0,0.183977003,8000.0,8,0,1,0,0
46,0.0,0.01603299,0,0.3422550379999999,6500.0,15,0,2,0,0
48,3.0,0.0327806879999999,0,0.247479377,12000.0,13,0,3,0,0
55,1.0,0.088041715,0,0.181559836,6333.0,10,0,2,0,0
61,1.0,0.302449652,0,0.451654491,6980.0,9,0,1,0,0
54,0.0,0.9999999,0,0.293129121,4700.0,2,2,0,0,0
35,1.0,0.9999999,0,0.0001,2898.0,1,0,0,0,0
38,0.0,0.0001,0,0.4120904479999999,4333.0,7,0,1,0,0
60,0.0,0.1051315819999999,1,1.315835906,6800.0,11,0,4,0,1
38,2.0,0.684144819,0,0.452499046,2620.0,3,0,1,0,1
74,0.0,0.006394093,0,0.001962433,10700.0,11,0,0,0,0
26,0.0,0.26992063,0,0.039067232,3301.0,2,0,0,0,0
62,0.0,0.0001,0,0.0001,2300.0,1,0,0,0,0
37,2.0,0.9999999,0,0.0001,3935.0,2,0,0,0,0
45,6.0,1.0,0,0.118255473,5800.0,3,1,0,1,1
41,0.0,0.248613762,0,0.0161579889999999,5012.0,2,0,0,0,0
50,3.0,0.302915236,1,0.5357831789999999,10367.0,15,0,2,0,0
64,1.0,0.063821871,0,0.525684654,6170.0,13,0,1,0,0
47,1.0,0.035487547,0,0.171367113,4183.0,13,0,1,0,0
42,5.0,0.443007924,0,0.084198113,8479.0,4,0,0,0,0
38,0.0,0.0001,0,0.475522081,2920.0,5,0,1,0,0
84,0.0,0.012639466,0,0.00339966,10000.0,9,0,0,0,0
45,0.0,0.001856878,0,0.246097138,4611.0,2,0,1,0,0
46,3.0,1567.0,0,0.338603426,10625.0,4,0,2,0,0
48,0.0,0.919971251,1,0.384273772,11483.0,11,0,1,0,0
58,1.0,0.218041462,0,0.775781442,8125.0,21,0,2,0,0
35,3.0,0.238447116,0,0.235434156,7980.0,8,0,1,0,0
62,0.0,0.001372522,0,0.5533928810000001,7500.0,10,0,1,0,0
47,1.0,0.9999999,2,0.603099225,4000.0,2,0,1,1,0
52,2.0,0.09212299,2,0.384418493,6250.0,11,0,2,0,0
35,0.0,0.110514683,0,0.240258883,7570.0,8,0,1,0,0
36,3.0,0.376786556,0,0.336293097,12500.0,7,0,2,0,0
91,0.0,0.075725636,0,0.006998834,6000.0,3,0,0,0,0
28,0.0,502.0,0,0.25815739,2083.0,4,0,0,0,0
65,1.0,0.353191956,0,0.32358403,8615.0,13,0,1,0,0
44,2.0,0.343663035,0,0.131644726,6000.0,8,0,0,3,0
55,3.0,0.0001,0,0.229384708,15000.0,7,0,1,0,0
34,1.0,0.222446086,0,0.162852699,4500.0,6,0,0,0,0
34,1.0,0.969206159,1,0.508383423,3160.0,3,0,1,0,0
61,0.0,0.167083325,0,0.432985853,5371.0,13,0,1,0,0
75,0.0,0.141799029,0,0.401530612,1959.0,6,0,1,0,0
34,0.0,0.232436568,0,0.328076791,2916.0,8,0,0,0,0
60,2.0,0.10288446,0,0.522619345,4000.0,13,0,1,0,0
65,0.0,0.022476549,0,0.00579884,5000.0,3,0,0,0,0
51,0.0,0.9999999,0,0.067224547,3584.0,1,0,0,0,0
26,0.0,0.405063291,0,0.077118644,1179.0,5,0,0,0,0
81,0.0,0.05990286,0,0.025493627,4000.0,7,0,0,0,0
61,1.0,0.0001,0,0.16661299,18629.0,6,0,2,0,0
51,0.0,0.029367552,0,0.345165483,10000.0,6,0,2,0,0
36,1.0,0.423063906,0,0.151325479,2715.0,4,0,0,0,0
58,0.0,0.371739754,0,0.080833865,4700.0,8,0,0,0,0
42,0.0,0.0001,0,0.0001,1855.0,2,0,0,0,0
40,1.0,0.379361275,0,0.4899094579999999,9166.0,15,0,2,0,0
43,2.0,0.074165122,0,0.487567637,15523.0,10,0,3,0,0
33,0.0,0.013873266,1,0.104074171,7657.0,4,0,0,1,0
50,0.0,0.118647041,0,0.017044975,11850.0,5,0,0,0,0
63,0.0,0.11264118,0,0.25833948,12200.0,16,0,2,0,0
27,1.0,0.9999999,1,0.29361892,2240.0,2,2,0,1,1
55,0.0,0.028473215,0,0.443740686,2683.0,13,0,1,0,0
49,3.0,0.051609295,0,0.078974645,25083.0,9,0,2,0,0
43,3.0,0.872983423,0,1.111269615,700.0,3,0,0,0,0
52,4.0,0.443729567,0,0.211804608,25650.0,10,0,1,0,1
37,0.0,0.7339115940000001,0,0.219825739,7000.0,10,0,0,1,0
50,0.0,0.03246683,0,0.17428004,6041.0,12,0,1,0,0
52,0.0,0.102286833,1,0.352252166,10500.0,13,0,1,0,0
53,1.0,0.262439784,0,0.33837293,12500.0,29,0,2,0,0
57,2.0,0.202225205,1,0.34225011,9083.0,11,0,1,0,0
72,1.0,0.027185794,0,0.013824885,5424.0,11,0,0,0,0
74,1.0,0.991872017,0,0.057485629,4000.0,1,0,0,0,0
58,0.0,0.106370614,0,0.295805944,10800.0,15,0,2,0,0
34,0.0,0.0002199959999999,0,0.079372404,4333.0,4,0,0,0,0
45,3.0,0.1103631619999999,0,0.0456421159999999,7996.0,4,0,0,0,0
31,2.0,0.000666593,1,0.525061339,2852.0,7,0,1,0,0
65,0.0,0.1758392289999999,0,0.323795459,10833.0,20,0,2,0,0
64,0.0,0.0001,0,0.0001,7000.0,4,0,0,0,0
62,1.0,0.025594881,1,0.302407516,3405.0,8,0,1,0,0
43,3.0,0.0001,0,0.0001,8500.0,10,0,0,0,0
53,2.0,0.158116285,1,0.608894391,10500.0,18,1,4,0,1
51,4.0,0.0001,0,0.0001,7292.0,1,0,0,0,0
71,1.0,0.00740727,0,0.435256701,2200.0,6,0,1,0,0
67,0.0,0.245206466,0,0.580547112,1973.0,5,0,1,0,0
61,0.0,0.0001,1,0.2481520589999999,2840.0,10,0,0,0,0
76,1.0,0.500105138,0,0.715809118,3750.0,16,0,2,0,0
61,0.0,0.0169495219999999,0,0.2563757,9645.0,19,0,1,0,0
36,2.0,0.6866580290000001,0,0.4893191529999999,11000.0,10,0,2,0,0
67,0.0,0.007123538,0,0.442430181,2040.0,11,0,1,0,0
73,0.0,0.047135943,0,1.080816497,4800.0,10,0,2,0,0
30,0.0,0.96210379,0,0.134108098,5420.0,3,0,0,0,0
35,0.0,0.967086076,0,0.469314079,3600.0,3,0,1,0,0
25,0.0,0.112692764,0,0.009813739,4992.0,7,0,0,0,0
59,1.0,0.023879373,1,0.4254920339999999,3200.0,8,0,1,0,0
61,0.0,0.027388902,0,1032.0,0.0001,5,0,1,0,0
50,3.0,0.96969112,1,0.469316335,8000.0,8,0,2,0,1
33,0.0,0.0522830659999999,0,0.307885021,7583.0,11,0,1,0,0
34,0.0,0.394536602,0,0.488870152,5929.0,9,0,2,0,0
36,0.0,0.026930249,0,0.113325464,14400.0,10,0,1,0,0
39,1.0,0.548939703,0,0.197160568,5000.0,4,0,0,0,0
52,0.0,0.129123818,0,0.446548459,5808.0,4,0,1,0,0
38,2.0,0.946348006,0,0.171948052,5774.0,6,0,0,0,0
54,0.0,0.0001,0,0.3540655789999999,6800.0,8,0,2,0,0
43,2.0,0.40941315,0,0.216262073,7661.0,9,0,1,0,0
40,2.0,0.788873039,0,0.214865709,1600.0,4,0,0,0,1
60,0.0,0.014830194,0,0.006485084,3083.0,5,0,0,0,0
37,0.0,0.493302223,0,0.259703663,11000.0,16,0,1,0,0
67,0.0,0.0809643999999999,1,0.237521869,9716.0,17,0,1,0,0
70,1.0,0.084695888,0,0.380607815,7600.0,16,0,2,0,0
63,0.0,0.005136734,0,0.001612903,3719.0,8,0,0,0,0
67,0.0,0.064270905,0,0.1039200469999999,10305.0,7,0,1,0,0
78,0.0,0.977173516,0,0.602178353,7344.0,11,0,2,0,0
59,0.0,0.408204235,0,0.408770161,3967.0,11,0,1,0,0
40,0.0,0.961523815,0,0.4846706879999999,12100.0,11,0,1,0,0
71,0.0,0.729196148,0,0.5423293020000001,10500.0,13,0,1,0,0
58,0.0,0.106294656,0,0.156892905,5200.0,10,0,1,1,0
68,0.0,0.003515045,0,0.0002986259999999,10045.0,6,0,0,0,0
63,0.0,0.042650089,0,0.251742658,8750.0,12,0,1,0,0
40,3.0,0.7449627520000001,0,0.322178218,5049.0,5,0,1,0,0
64,0.0,0.396946271,0,0.134590656,2332.0,7,0,0,0,0
50,0.0,0.2884938489999999,0,0.272398916,9966.0,14,0,1,0,0
43,0.0,0.040278178,1,0.4581597429999999,8400.0,10,0,2,0,0
58,0.0,0.908216336,2,0.1394721059999999,6667.0,10,0,0,0,0
41,0.0,0.6275400210000001,0,0.650562266,2400.0,13,0,2,0,0
80,0.0,0.02514298,0,0.007794232,2565.0,3,0,0,0,0
45,2.0,0.2640495989999999,0,0.116031205,9100.0,3,0,0,0,0
31,0.0,0.1589722999999999,0,1371.5,1.0,9,0,1,0,0
49,0.0,0.05117933,0,0.575305485,7037.0,14,0,2,0,0
41,3.0,0.019637371,0,66.0,0.0001,2,0,0,0,0
61,0.0,0.206812203,0,5.264899381,5167.0,7,0,2,0,0
63,0.0,0.00639691,0,0.062644416,3894.0,9,0,0,0,0
25,0.0,0.0578236959999999,0,0.5895439379999999,898.0,4,0,0,0,0
44,0.0,0.118914461,0,0.254494705,12180.0,7,0,2,0,0
59,3.0,0.0428586559999999,1,0.437979485,11600.0,14,0,2,0,0
38,5.0,0.85875171,1,1.048563335,2470.0,6,0,1,1,0
35,3.0,0.9999999,0,0.075274961,7000.0,1,2,0,1,1
41,3.0,0.238933602,0,0.234933158,9125.0,8,0,1,0,0
43,2.0,0.0085685769999999,0,0.378405399,4000.0,6,0,1,0,0
30,0.0,0.030432109,0,0.215586906,7300.0,16,0,2,0,0
37,1.0,0.0001,0,165.0,0.0001,4,0,0,0,0
40,2.0,0.9999999,0,0.120710343,4166.0,3,1,0,0,1
31,1.0,1.008445375,0,0.806336708,5333.0,10,0,1,0,0
67,2.0,0.082632705,0,0.16223977,2785.0,10,0,0,0,0
49,1.0,0.479594409,0,0.194161168,5000.0,7,0,0,0,0
62,1.0,0.137075571,0,0.2208867789999999,9900.0,10,0,0,0,0
63,1.0,0.003490128,0,0.044636429,8333.0,12,0,0,0,0
45,1.0,1.636655949,1,0.690761848,3333.0,3,4,1,0,1
45,0.0,0.442107439,0,0.454679712,5416.0,11,0,1,0,0
61,0.0,0.408437292,0,0.396134192,4500.0,6,0,1,0,0
26,0.0,0.888111888,0,0.192898273,2083.0,2,1,0,1,0
30,0.0,0.0001,0,0.396736597,2144.0,7,0,0,0,0
82,0.0,0.021301485,0,0.008997751,4000.0,12,0,0,0,0
54,1.0,0.251027357,1,0.0984319209999999,6440.0,20,0,1,0,0
59,0.0,0.0001,0,0.2906418719999999,6667.0,5,0,1,0,0
37,0.0,0.056032513,0,0.1372549019999999,2600.0,20,0,0,0,0
47,0.0,1924.0,0,0.519247723,10208.0,11,0,3,0,0
79,0.0,0.011379772,0,0.331333641,6500.0,13,0,2,0,0
47,1.0,0.8264325090000001,0,0.097780444,3333.0,4,0,0,0,0
62,1.0,1.021932654,0,0.282202267,6792.0,6,0,2,1,0
69,1.0,0.06456494,0,0.081502522,17250.0,13,0,2,0,0
51,4.0,0.31374534,0,0.141880591,13750.0,6,0,1,0,0
49,2.0,0.860376664,0,0.288785202,6000.0,9,0,2,1,0
42,0.0,0.914228576,1,0.2712267889999999,6300.0,9,0,2,0,1
58,1.0,0.147837491,2,0.328953007,7000.0,10,0,1,0,0
33,0.0,0.70857316,1,0.66208589,4074.0,10,1,1,0,0
44,0.0,0.454735207,1,0.521458237,6500.0,11,0,2,0,0
53,0.0,0.165125382,0,0.32888288,5916.0,9,0,1,0,0
24,0.0,0.594859405,0,0.114971257,4000.0,7,0,0,0,0
49,1.0,0.073312191,0,76.0,0.0001,2,0,0,0,0
54,1.0,0.173614703,0,0.463845982,4466.0,8,0,2,0,0
45,0.0,0.380360979,0,0.420312676,8890.0,15,0,1,0,0
41,3.0,0.241461488,0,1.026594681,5000.0,19,0,1,0,0
27,0.0,0.140571886,0,21.0,0.0001,1,0,0,0,0
65,0.0,0.622103895,0,0.05818522,10689.0,11,0,0,0,0
78,1.0,0.138488317,0,0.3928471639999999,7157.0,16,0,2,0,0
65,0.0,0.662838185,0,0.629761016,5355.0,17,0,1,0,0
54,4.0,0.1642851609999999,3,0.546739055,14366.0,14,0,1,0,1
26,3.0,0.838434337,0,0.167029289,5974.0,10,0,0,0,0
64,0.0,0.0001,1,0.168319307,12000.0,6,0,2,0,0
74,0.0,0.018100053,0,1.014227642,1475.0,15,0,1,0,0
60,3.0,0.930589466,9,0.801299675,4000.0,15,1,1,1,0
31,0.0,0.95211071,0,0.870784056,4565.0,12,0,1,0,0
71,0.0,0.333000472,0,0.4567800079999999,2440.0,15,1,0,0,0
46,0.0,0.043865673,0,0.143952141,5348.0,10,0,1,0,0
70,0.0,0.377129671,0,0.549207256,7000.0,10,0,2,0,0
69,0.0,0.1361565569999999,0,0.153053376,6500.0,7,0,1,0,0
38,4.0,0.188591341,0,0.368981946,7975.0,7,0,2,0,0
52,0.0,0.045631156,1,0.466061022,5833.0,12,0,2,0,0
32,1.0,0.9999999,0,0.0005552469999999,1800.0,9,0,0,0,0
63,0.0,0.0558798259999999,0,0.284842049,3766.0,11,0,1,0,0
39,2.0,0.405553829,0,0.418204567,3196.0,12,0,2,0,0
43,0.0,0.014716099,0,0.692966361,6539.0,13,0,1,0,0
31,0.0,0.035651399,0,0.155226899,7910.0,4,0,1,0,0
38,3.0,0.465399455,0,0.288227848,7899.0,5,0,1,0,0
42,4.0,0.5581104720000001,0,0.038080334,3833.0,4,0,0,0,0
41,2.0,0.0001,0,0.078658074,5275.0,4,0,0,0,0
44,1.0,0.550668684,0,1.4047976009999998,2000.0,9,0,1,0,0
36,0.0,0.9999999,0,0.016479895,3033.0,2,0,0,0,0
60,0.0,0.88401808,0,0.633985515,9250.0,11,0,1,0,0
49,0.0,0.87091222,0,0.332533771,7920.0,12,0,1,0,0
48,1.0,0.475301647,2,0.411071353,4750.0,8,0,3,0,0
66,0.0,0.0001,0,0.133868948,9583.0,10,0,2,0,0
66,0.0,0.008105938,0,0.202874401,4800.0,15,0,1,0,0
48,0.0,0.160330745,2,0.226103186,7500.0,7,0,1,0,0
52,0.0,0.368081538,1,0.140286571,3000.0,4,0,0,0,0
47,1.0,0.48970132,0,0.250585089,5981.0,9,1,1,0,0
42,1.0,0.016777666,0,0.130634775,25000.0,11,0,2,0,0
43,4.0,0.666198863,1,0.469648357,15583.0,12,0,3,0,0
43,0.0,0.506443788,0,0.55822089,2000.0,8,0,0,1,0
38,5.0,0.380705255,0,0.501861331,4297.0,13,0,1,0,0
27,0.0,0.047779227,0,0.0278858629999999,4625.0,8,0,0,0,0
53,1.0,0.3379862829999999,0,0.358930408,8750.0,12,0,1,0,0
46,1.0,0.053794232,0,0.35955206,7500.0,9,0,2,0,0
41,3.0,0.928407159,1,0.190317488,5700.0,5,4,0,0,1
53,1.0,0.911024775,0,0.854551796,8600.0,12,0,4,0,0
38,1.0,0.015365548,0,0.460711607,12000.0,19,0,3,0,0
46,4.0,0.044497292,0,0.40433213,3600.0,7,0,1,0,0
72,1.0,0.027751657,0,0.010964205,3100.0,8,0,0,0,0
72,0.0,0.020681872,0,0.011594203,2759.0,4,0,0,0,0
56,0.0,0.0284657179999999,0,0.2501249789999999,6000.0,8,0,1,0,0
61,2.0,0.028524418,0,0.01029122,13700.0,7,0,0,0,0
42,3.0,0.098472395,0,0.511503478,5606.0,8,0,3,0,1
51,2.0,0.032146777,0,0.202917304,8500.0,11,0,1,0,0
50,2.0,0.804654367,0,0.266686666,6666.0,11,0,0,0,0
35,1.0,0.0001,0,0.963318478,2916.0,4,0,1,0,0
46,2.0,0.9999999,0,0.072206176,4500.0,6,0,0,0,0
51,2.0,0.885695948,0,0.881664265,5551.0,14,0,1,1,0
43,2.0,0.789757412,0,0.606760295,4200.0,6,0,1,0,0
64,0.0,0.029445206,0,0.133955348,3000.0,5,0,1,0,0
58,0.0,0.315453127,0,0.311887225,20500.0,23,0,8,0,0
47,1.0,0.846895567,0,0.305959205,7500.0,8,0,2,0,0
42,0.0,0.498163946,0,0.276460973,9787.0,7,0,2,0,0
85,0.0,0.0540591209999999,0,0.083135881,9706.0,6,0,1,0,0
43,1.0,0.165592425,0,0.3912561579999999,8119.0,8,0,1,0,0
47,0.0,0.0708863409999999,0,0.0173486089999999,3054.0,7,0,0,0,0
32,2.0,1.073654391,0,0.156718702,9800.0,5,0,0,0,0
50,1.0,0.319972003,0,0.900755913,4100.0,23,0,2,0,0
66,0.0,0.995668111,0,0.4021289179999999,1690.0,3,0,0,0,0
40,5.0,0.150472482,1,0.943827809,13333.0,26,0,4,0,0
53,0.0,0.0336475679999999,0,0.074906367,800.0,14,0,0,0,0
32,0.0,0.0001,0,0.307074762,1992.0,5,0,0,0,0
68,0.0,0.146767235,0,3.203592814,500.0,3,0,1,0,0
60,0.0,0.042350918,0,1.060560933,4028.0,13,0,3,0,0
67,2.0,0.920594116,1,0.1143920019999999,4300.0,3,0,0,1,0
58,3.0,0.993256963,5,0.537846987,7384.0,8,3,2,1,0
54,2.0,0.928277484,2,0.418060875,4960.0,6,0,1,0,1
57,0.0,1.060967988,2,0.314037193,3333.0,2,0,0,0,0
54,2.0,0.193549073,0,0.5284817479999999,4300.0,11,0,2,0,0
54,0.0,0.5692503179999999,0,0.513017018,17745.0,17,0,4,0,0
46,2.0,0.884743504,2,0.551809998,5220.0,5,1,1,1,1
58,0.0,0.0001,0,0.499242807,3961.0,12,0,1,0,0
50,2.0,0.041741007,0,0.06111736,8000.0,4,0,1,0,0
37,3.0,0.428098176,3,0.410479476,20000.0,14,0,2,0,0
76,1.0,0.0027139309999999,0,0.256623295,6378.0,10,0,3,0,0
60,0.0,0.003607772,0,0.000887682,19150.0,2,0,0,0,0
38,1.0,0.258039136,1,0.060384263,7650.0,12,0,0,0,0
49,4.0,0.068741446,0,0.202574452,9166.0,12,0,2,0,0
31,0.0,0.442254275,0,0.1825053999999999,8333.0,6,0,1,0,0
69,1.0,0.010275008,0,0.2947043119999999,7118.0,12,0,1,0,0
56,0.0,0.451622485,0,0.338844206,6713.0,5,0,1,0,0
67,1.0,0.0001,0,0.415429955,9500.0,11,0,2,0,0
52,0.0,0.0001,1,0.452927215,7583.0,11,0,3,0,0
69,0.0,0.040518331,0,0.238209085,4600.0,9,0,1,0,0
39,1.0,1.738768719,0,0.06682452,3800.0,4,2,0,1,1
33,0.0,0.0001,0,1.581182348,1200.0,8,0,1,0,0
31,1.0,0.06289237,0,0.324490068,7500.0,10,0,1,0,0
48,0.0,1.3809095,0,0.1661431059999999,2864.0,2,3,0,1,0
51,3.0,0.174533881,0,0.266357383,6250.0,7,0,1,0,0
40,3.0,0.461363986,0,0.230451656,12110.0,15,0,0,0,0
21,0.0,0.934131737,0,0.045923149,4267.0,2,0,0,0,0
69,0.0,0.024465851,0,0.005364545,4100.0,8,0,0,0,0
68,1.0,0.862978145,0,0.523930143,7500.0,11,0,1,0,0
63,0.0,0.0001,0,0.561839474,3500.0,4,0,3,0,0
79,0.0,0.0473457679999999,0,0.11859464,7200.0,11,0,1,0,0
49,0.0,0.0001,0,0.230310472,5700.0,9,0,1,0,0
43,5.0,0.6653336670000001,1,0.333333333,8000.0,11,0,2,0,0
65,0.0,0.0001,0,0.0001,9538.0,4,0,0,0,0
54,0.0,1.059194081,2,0.221111293,6100.0,5,0,0,1,0
44,1.0,0.02123915,0,0.265286378,5167.0,6,0,2,0,0
42,2.0,0.045784265,0,0.199163712,11000.0,6,0,1,0,0
24,0.0,0.0001,0,0.0001,400.0,2,0,0,0,0
60,0.0,0.0001,1,0.5471124620000001,6250.0,9,0,1,0,0
33,0.0,0.9999999,0,0.0001,2650.0,0,0,0,0,0
48,3.0,0.9999999,1,0.0001,6000.0,0,3,0,0,0
29,0.0,0.9999999,0,0.0001,1700.0,1,0,0,0,0
58,0.0,0.07016082,0,0.141983034,7190.0,6,0,1,0,0
56,2.0,0.520710329,0,0.857976315,11483.0,26,0,2,0,1
24,0.0,0.9999999,0,0.292565947,833.0,1,0,0,0,0
54,4.0,0.951351048,1,0.141169854,5333.0,9,0,0,0,1
54,0.0,0.3641043679999999,0,0.654968728,5755.0,9,0,2,0,0
50,1.0,0.217547696,0,0.309230523,6250.0,7,0,2,0,0
31,0.0,0.045549932,0,0.102989701,10000.0,6,0,0,0,0
55,1.0,0.175310265,3,0.086535458,3200.0,17,2,0,1,1
55,0.0,0.560585885,0,0.190161968,5000.0,3,3,0,0,0
52,0.0,0.093257109,0,0.188173302,8539.0,8,0,1,0,0
58,0.0,0.9999999,0,0.037904125,7175.0,7,0,0,0,0
36,0.0,0.595090332,0,0.2754542339999999,5833.0,8,0,1,0,1
77,1.0,0.022443186,0,0.011563216,9166.0,13,0,0,0,0
67,0.0,0.0001,0,0.160622867,9375.0,21,0,1,0,0
56,1.0,0.088697783,0,0.054490918,6000.0,3,0,0,0,0
47,2.0,0.140151599,0,0.5660867829999999,5000.0,10,0,2,0,0
25,0.0,0.949346841,0,0.062316285,1700.0,1,0,0,0,1
24,0.0,0.9999999,0,0.0001,1530.0,2,0,0,0,0
54,0.0,0.0466647809999999,0,0.276477588,10083.0,8,0,1,0,0
34,0.0,0.1802832389999999,0,0.305923519,4000.0,10,0,1,0,0
