age_cat,race,sex,c_charge_degree,is_recid,priors_count,time_served,two_year_recid
Greater than 45,Other,Male,F,1,0,7,1
25 - 45,Caucasian,Male,F,0,1,0,0
25 - 45,Caucasian,Male,F,0,3,120,0
25 - 45,Hispanic,Male,M,1,0,1,1
Less than 25,African-American,Male,F,1,8,243,1
Less than 25,Caucasian,Male,F,0,1,1,0
Greater than 45,Caucasian,Male,M,1,13,66,1
25 - 45,African-American,Female,F,0,4,0,0
25 - 45,African-American,Female,F,1,6,12,1
25 - 45,Caucasian,Male,M,1,4,1,1
25 - 45,Caucasian,Male,F,0,1,1,0
25 - 45,African-American,Male,F,0,2,131,0
25 - 45,African-American,Male,M,1,8,26,1
Less than 25,African-American,Male,F,0,1,22,0
25 - 45,Asian,Male,M,0,0,1,0
Greater than 45,Hispanic,Male,M,0,1,0,0
25 - 45,African-American,Male,M,1,23,31,1
25 - 45,Caucasian,Male,M,0,3,1,0
25 - 45,African-American,Male,F,0,7,58,0
25 - 45,Caucasian,Male,F,1,7,43,1
Less than 25,Caucasian,Male,F,0,1,11,0
Greater than 45,Caucasian,Female,M,0,0,0,0
25 - 45,Caucasian,Male,M,1,5,0,1
25 - 45,Hispanic,Female,M,0,0,0,0
25 - 45,African-American,Male,M,0,1,1,0
25 - 45,Caucasian,Female,F,1,3,1,1
Less than 25,Caucasian,Male,M,0,2,0,0
Greater than 45,Asian,Male,F,0,0,0,0
25 - 45,Caucasian,Female,M,0,0,0,0
25 - 45,Caucasian,Female,F,1,0,1,1
25 - 45,Caucasian,Female,F,0,1,0,0
25 - 45,African-American,Male,F,0,0,45,0
25 - 45,Hispanic,Male,F,0,1,4,0
Less than 25,African-American,Male,F,1,2,7,1
25 - 45,Caucasian,Female,M,1,9,0,1
25 - 45,African-American,Female,M,0,5,2,0
Greater than 45,African-American,Female,F,0,3,0,0
Less than 25,Hispanic,Male,F,0,1,0,0
Less than 25,Hispanic,Female,F,1,1,2,0
25 - 45,Hispanic,Male,F,0,3,0,0
25 - 45,African-American,Male,F,1,0,90,1
25 - 45,African-American,Female,M,1,0,1,0
25 - 45,Caucasian,Male,F,0,0,0,0
25 - 45,African-American,Male,M,1,2,0,0
25 - 45,Other,Female,F,0,0,47,0
Less than 25,African-American,Male,M,1,2,24,1
Less than 25,African-American,Male,F,1,10,0,1
25 - 45,Hispanic,Male,F,1,26,117,1
25 - 45,Hispanic,Male,F,0,5,0,0
Greater than 45,Caucasian,Male,F,0,1,9,0
Less than 25,African-American,Male,F,1,1,0,1
Greater than 45,Hispanic,Male,M,0,0,0,0
Less than 25,African-American,Male,F,1,2,0,1
25 - 45,African-American,Male,M,0,3,1,0
25 - 45,Caucasian,Female,M,0,0,0,0
25 - 45,African-American,Male,F,1,0,0,1
Greater than 45,Caucasian,Male,F,0,1,10,0
25 - 45,African-American,Male,M,1,9,14,1
25 - 45,Hispanic,Male,F,1,19,0,1
Less than 25,Other,Male,M,0,0,4,0
Greater than 45,Other,Male,M,1,1,1,1
25 - 45,African-American,Female,F,1,3,0,1
25 - 45,African-American,Male,F,0,4,11,0
Greater than 45,Caucasian,Male,F,1,12,2,1
25 - 45,Other,Male,M,0,1,1,0
25 - 45,Caucasian,Male,M,0,0,2,0
Less than 25,African-American,Male,F,0,2,0,0
25 - 45,African-American,Female,F,1,0,1,1
25 - 45,African-American,Male,M,0,0,1,0
25 - 45,Hispanic,Male,F,1,5,37,1
25 - 45,Hispanic,Female,F,0,0,0,0
Greater than 45,Caucasian,Female,F,0,0,0,0
25 - 45,Hispanic,Female,M,0,1,3,0
Less than 25,Caucasian,Male,F,0,6,7,0
Greater than 45,African-American,Male,M,0,0,1,0
Less than 25,African-American,Male,F,1,0,0,1
25 - 45,African-American,Male,F,1,16,33,1
25 - 45,African-American,Male,F,1,7,2,0
Greater than 45,Caucasian,Female,F,0,3,0,0
Less than 25,African-American,Male,F,0,0,1,0
25 - 45,African-American,Male,F,1,0,4,1
Less than 25,African-American,Male,M,1,2,54,1
25 - 45,Caucasian,Male,M,0,0,1,0
Less than 25,African-American,Male,F,1,1,0,1
25 - 45,Other,Female,F,1,5,1,1
25 - 45,Caucasian,Male,F,0,1,0,0
25 - 45,African-American,Male,F,0,0,1,0
25 - 45,African-American,Male,M,0,0,1,0
25 - 45,African-American,Male,F,0,0,2,0
25 - 45,African-American,Female,F,1,5,25,1
Less than 25,Other,Male,M,1,0,0,0
Greater than 45,Caucasian,Male,M,0,0,0,0
Less than 25,Caucasian,Male,F,1,1,13,1
25 - 45,African-American,Male,M,0,5,5,0
Greater than 45,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Male,F,1,0,9,1
Less than 25,African-American,Male,F,1,2,16,1
25 - 45,Caucasian,Female,F,1,1,1,1
25 - 45,African-American,Female,F,1,7,2,1
25 - 45,Caucasian,Male,M,1,1,1,1
Greater than 45,Caucasian,Male,F,0,0,0,0
25 - 45,African-American,Male,F,1,1,0,1
25 - 45,African-American,Male,F,0,0,3,0
Less than 25,African-American,Male,M,1,2,0,1
25 - 45,Hispanic,Male,F,1,1,0,1
25 - 45,Caucasian,Male,F,1,4,33,1
25 - 45,African-American,Male,M,0,0,1,0
Greater than 45,African-American,Female,M,0,0,9,0
25 - 45,African-American,Female,M,0,1,0,0
Greater than 45,Other,Male,F,0,0,0,0
Less than 25,Caucasian,Male,F,1,1,19,1
Less than 25,Caucasian,Male,M,1,3,0,1
25 - 45,African-American,Male,F,0,0,3,0
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,Other,Male,M,0,0,1,0
25 - 45,African-American,Female,M,0,3,2,0
Greater than 45,Caucasian,Male,M,0,0,0,0
25 - 45,Other,Male,F,1,7,116,1
25 - 45,African-American,Male,F,1,2,47,1
Less than 25,Native American,Male,F,1,1,5,1
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Male,M,1,17,1,1
Greater than 45,Hispanic,Male,M,0,1,0,0
Less than 25,African-American,Male,F,1,1,5,1
Greater than 45,Caucasian,Male,M,1,0,2,1
25 - 45,African-American,Male,F,0,2,0,0
25 - 45,African-American,Female,M,1,1,16,1
Less than 25,African-American,Male,F,1,2,1,0
25 - 45,Caucasian,Female,F,0,0,0,0
Greater than 45,Caucasian,Female,M,0,0,0,0
25 - 45,Hispanic,Male,M,0,0,76,0
Less than 25,African-American,Male,F,0,1,2,0
Less than 25,African-American,Male,M,1,1,1,1
25 - 45,Caucasian,Male,F,1,9,49,1
Greater than 45,Caucasian,Male,F,0,7,0,0
Less than 25,African-American,Male,F,0,1,1,0
Greater than 45,African-American,Male,F,0,1,9,0
25 - 45,Caucasian,Female,F,1,0,1,1
Less than 25,African-American,Male,F,1,0,6,1
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,Caucasian,Female,M,0,1,0,0
Greater than 45,Other,Male,F,0,0,1,0
25 - 45,African-American,Male,F,1,1,13,0
Greater than 45,Caucasian,Male,M,0,1,1,0
Greater than 45,Caucasian,Male,F,0,1,0,0
Less than 25,Hispanic,Male,F,1,2,31,1
25 - 45,African-American,Male,M,0,5,0,0
25 - 45,Caucasian,Male,M,1,4,0,1
25 - 45,African-American,Male,F,1,5,0,1
Greater than 45,Caucasian,Male,M,0,1,3,0
25 - 45,African-American,Male,M,0,2,2,0
Less than 25,Hispanic,Male,F,0,0,0,0
25 - 45,African-American,Male,F,1,21,35,1
25 - 45,African-American,Male,M,0,0,3,0
Less than 25,Other,Male,F,0,1,1,0
25 - 45,African-American,Male,M,1,3,1,1
25 - 45,African-American,Female,F,0,1,1,0
Less than 25,African-American,Male,F,0,0,9,0
25 - 45,African-American,Male,F,0,3,1,0
25 - 45,Caucasian,Male,M,0,0,0,0
Greater than 45,Caucasian,Male,F,0,0,0,0
25 - 45,Caucasian,Male,F,1,5,0,1
Less than 25,African-American,Male,F,1,1,0,1
Greater than 45,Caucasian,Male,F,0,0,78,0
25 - 45,Caucasian,Male,M,0,1,1,0
25 - 45,Hispanic,Female,M,0,0,10,0
25 - 45,African-American,Male,M,0,0,0,0
25 - 45,African-American,Male,M,1,6,1,1
Less than 25,Hispanic,Female,M,1,0,1,1
Greater than 45,African-American,Male,F,1,9,1,1
Less than 25,Caucasian,Male,F,1,8,0,1
25 - 45,Caucasian,Male,M,1,2,1,0
Less than 25,African-American,Male,F,1,3,0,1
25 - 45,Caucasian,Female,M,0,0,2,0
25 - 45,African-American,Male,F,1,7,0,1
Greater than 45,Caucasian,Male,F,1,5,5,0
25 - 45,African-American,Male,M,1,4,75,1
25 - 45,African-American,Male,F,0,1,0,0
25 - 45,Hispanic,Female,F,0,0,1,0
25 - 45,African-American,Female,M,1,1,1,1
Less than 25,Caucasian,Male,F,1,10,70,0
Less than 25,Hispanic,Male,F,1,0,32,1
25 - 45,Caucasian,Male,F,1,2,4,1
Less than 25,Other,Male,F,0,0,0,0
25 - 45,Caucasian,Male,F,0,2,0,0
25 - 45,African-American,Male,F,1,12,11,1
Greater than 45,Caucasian,Male,M,1,2,0,1
25 - 45,Caucasian,Male,M,0,2,12,0
25 - 45,Other,Male,F,1,0,0,1
Greater than 45,Caucasian,Male,F,1,1,5,1
Less than 25,African-American,Male,F,0,1,36,0
Less than 25,African-American,Male,F,1,3,35,1
25 - 45,African-American,Male,F,0,5,36,0
Less than 25,African-American,Male,F,1,6,1,1
Less than 25,African-American,Male,M,1,1,1,1
25 - 45,Caucasian,Female,F,1,2,0,1
Greater than 45,African-American,Male,F,1,3,0,1
25 - 45,Caucasian,Male,F,1,11,0,1
Greater than 45,Caucasian,Male,F,1,7,185,1
Greater than 45,Hispanic,Male,M,0,2,0,0
25 - 45,African-American,Male,F,1,11,1,1
Less than 25,African-American,Male,F,0,1,2,0
Greater than 45,Caucasian,Male,M,1,1,1,1
25 - 45,African-American,Male,M,0,2,18,0
25 - 45,Other,Male,M,1,0,3,0
25 - 45,African-American,Male,F,0,2,33,0
Less than 25,Other,Male,M,0,0,0,0
25 - 45,Caucasian,Female,F,0,0,0,0
25 - 45,African-American,Male,F,0,5,2,0
Less than 25,Caucasian,Male,F,0,0,1,0
25 - 45,African-American,Male,F,1,0,15,1
Less than 25,African-American,Male,M,1,1,0,1
Less than 25,African-American,Female,M,0,0,0,0
25 - 45,Other,Male,F,1,0,1,1
25 - 45,Caucasian,Male,F,0,0,1,0
Less than 25,Caucasian,Male,F,1,2,0,1
Less than 25,Caucasian,Male,F,1,1,40,1
Less than 25,Caucasian,Male,F,1,5,18,1
25 - 45,African-American,Male,F,1,22,2,1
25 - 45,Other,Female,F,1,0,2,1
Greater than 45,Caucasian,Male,F,1,2,9,1
25 - 45,African-American,Male,M,0,5,1,0
25 - 45,African-American,Male,M,1,12,40,1
25 - 45,African-American,Male,F,0,0,1,0
Less than 25,African-American,Male,F,0,0,1,0
25 - 45,African-American,Male,F,0,0,0,0
25 - 45,Other,Male,F,1,2,0,1
Greater than 45,Caucasian,Male,F,0,1,0,0
25 - 45,Hispanic,Male,M,1,0,0,1
Less than 25,African-American,Male,F,1,0,0,0
Less than 25,Caucasian,Male,F,0,1,0,0
Less than 25,Caucasian,Female,F,1,0,2,1
25 - 45,Hispanic,Male,M,1,1,0,1
25 - 45,Caucasian,Male,F,1,1,1,1
25 - 45,African-American,Female,M,1,3,4,1
Less than 25,African-American,Male,F,0,3,93,0
Greater than 45,Hispanic,Female,M,1,0,0,1
25 - 45,African-American,Female,F,1,11,6,1
25 - 45,Caucasian,Female,M,0,0,0,0
Greater than 45,African-American,Male,F,1,13,0,1
25 - 45,African-American,Male,M,0,9,2,0
Less than 25,Hispanic,Male,F,1,4,0,1
Greater than 45,Caucasian,Male,F,0,6,5,0
Greater than 45,African-American,Male,F,1,2,33,1
25 - 45,African-American,Female,M,0,1,1,0
25 - 45,Caucasian,Male,F,1,0,1,1
25 - 45,Other,Male,F,1,1,1,1
Less than 25,African-American,Male,F,1,1,0,1
25 - 45,African-American,Male,M,0,1,0,0
25 - 45,African-American,Male,F,1,20,26,1
25 - 45,African-American,Male,F,1,2,0,1
Less than 25,Hispanic,Male,F,1,4,0,1
Greater than 45,Caucasian,Male,F,0,6,0,0
Less than 25,African-American,Male,F,0,0,0,0
Less than 25,Caucasian,Male,M,0,0,1,0
Greater than 45,Caucasian,Male,M,0,0,1,0
25 - 45,African-American,Male,M,0,7,0,0
25 - 45,Caucasian,Male,M,0,0,0,0
Less than 25,Caucasian,Male,F,1,3,2,1
25 - 45,Caucasian,Male,F,0,0,1,0
25 - 45,African-American,Male,M,1,9,1,1
25 - 45,Caucasian,Male,F,1,2,0,1
25 - 45,Caucasian,Male,F,0,1,1,0
Less than 25,African-American,Male,M,0,0,53,0
Less than 25,Caucasian,Female,M,0,0,0,0
25 - 45,Caucasian,Male,F,0,3,1,0
25 - 45,Caucasian,Male,F,1,3,1,1
Greater than 45,Caucasian,Male,F,1,1,0,0
25 - 45,African-American,Female,F,0,0,0,0
Less than 25,African-American,Male,F,1,1,3,1
25 - 45,African-American,Male,F,1,1,0,1
25 - 45,Caucasian,Male,F,0,2,0,0
25 - 45,Caucasian,Male,F,0,0,0,0
25 - 45,Caucasian,Male,F,0,3,0,0
Less than 25,African-American,Male,F,1,1,0,1
25 - 45,African-American,Male,M,0,2,0,0
Greater than 45,Caucasian,Female,M,0,0,1,0
25 - 45,African-American,Male,F,1,1,0,1
Greater than 45,African-American,Male,F,0,25,1,0
25 - 45,Other,Male,M,0,0,10,0
25 - 45,Caucasian,Male,F,0,4,1,0
25 - 45,African-American,Male,F,0,3,0,0
25 - 45,Caucasian,Male,F,1,0,1,1
25 - 45,Caucasian,Male,F,1,15,90,1
25 - 45,African-American,Male,F,0,0,0,0
Greater than 45,Caucasian,Male,M,0,0,1,0
25 - 45,Caucasian,Male,F,1,0,37,1
Greater than 45,Caucasian,Female,F,0,4,257,0
25 - 45,African-American,Male,F,1,3,47,1
25 - 45,African-American,Male,F,0,1,0,0
Greater than 45,Hispanic,Male,F,0,0,2,0
25 - 45,African-American,Female,F,0,0,2,0
25 - 45,Caucasian,Female,M,0,0,1,0
25 - 45,Caucasian,Male,F,1,1,1,1
25 - 45,African-American,Female,M,0,0,0,0
25 - 45,African-American,Male,M,0,3,2,0
Less than 25,Caucasian,Male,F,1,4,0,1
25 - 45,African-American,Male,F,0,0,72,0
Greater than 45,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Female,M,0,0,1,0
25 - 45,Caucasian,Female,M,0,0,0,0
25 - 45,Caucasian,Female,M,0,4,0,0
Less than 25,African-American,Female,F,0,0,0,0
25 - 45,Caucasian,Male,F,1,5,0,1
25 - 45,Caucasian,Male,F,0,0,2,0
Greater than 45,African-American,Male,F,0,3,1,0
Less than 25,African-American,Male,F,1,8,49,1
25 - 45,African-American,Male,F,0,4,118,0
25 - 45,African-American,Male,F,1,10,0,1
25 - 45,Hispanic,Male,F,0,2,6,0
25 - 45,African-American,Female,F,1,4,0,1
Greater than 45,African-American,Male,M,0,2,0,0
25 - 45,Hispanic,Male,M,0,3,0,0
25 - 45,Other,Male,F,1,1,1,1
25 - 45,African-American,Male,M,0,0,1,0
Less than 25,African-American,Male,M,1,0,0,1
Greater than 45,African-American,Male,F,1,22,71,1
Greater than 45,Caucasian,Female,F,1,3,0,1
Greater than 45,Other,Male,F,0,0,2,0
25 - 45,African-American,Male,F,1,10,0,1
Greater than 45,African-American,Male,M,0,1,62,0
Less than 25,African-American,Male,F,1,1,187,1
Less than 25,Caucasian,Male,M,1,4,2,1
25 - 45,Caucasian,Female,F,1,2,0,1
Greater than 45,Hispanic,Male,F,1,3,33,1
25 - 45,Caucasian,Male,M,1,3,0,1
Less than 25,African-American,Male,F,1,1,5,1
25 - 45,Hispanic,Female,F,0,0,1,0
Less than 25,African-American,Male,F,0,0,2,0
Greater than 45,African-American,Male,F,1,8,0,1
25 - 45,African-American,Male,F,0,5,0,0
25 - 45,Caucasian,Male,F,0,1,1,0
25 - 45,African-American,Female,M,1,0,1,1
25 - 45,Caucasian,Male,F,1,1,0,1
25 - 45,African-American,Male,M,0,8,5,0
Greater than 45,African-American,Male,F,1,5,0,1
25 - 45,African-American,Female,M,0,0,4,0
Less than 25,Caucasian,Male,F,0,2,0,0
25 - 45,Caucasian,Male,F,0,4,0,0
Greater than 45,African-American,Male,F,0,21,0,0
Less than 25,Caucasian,Male,F,0,4,0,0
25 - 45,Caucasian,Male,F,1,1,36,1
Less than 25,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Male,M,0,6,0,0
25 - 45,African-American,Male,F,1,9,0,1
Greater than 45,African-American,Male,M,0,15,1,0
Greater than 45,Native American,Male,F,1,22,3,1
Greater than 45,Other,Female,M,0,0,1,0
25 - 45,African-American,Male,M,0,1,1,0
Greater than 45,African-American,Male,F,1,10,9,1
Less than 25,African-American,Male,F,0,2,36,0
25 - 45,African-American,Female,F,1,5,1,1
25 - 45,Other,Male,F,0,0,1,0
Greater than 45,Hispanic,Male,F,0,0,0,0
25 - 45,Caucasian,Female,F,1,2,0,1
25 - 45,Caucasian,Male,F,0,5,1,0
25 - 45,Caucasian,Male,M,0,2,0,0
Greater than 45,Other,Male,F,1,8,6,1
25 - 45,African-American,Male,F,1,4,44,1
25 - 45,Caucasian,Male,F,0,1,2,0
Greater than 45,Caucasian,Male,F,0,0,0,0
Greater than 45,Caucasian,Male,M,1,1,0,0
25 - 45,Caucasian,Female,F,1,1,25,1
25 - 45,Caucasian,Male,F,0,4,0,0
25 - 45,Other,Male,F,1,0,2,1
Less than 25,African-American,Male,M,1,3,0,1
25 - 45,Hispanic,Male,M,1,3,2,1
Less than 25,Caucasian,Male,M,1,1,1,0
25 - 45,African-American,Male,F,1,18,1,1
25 - 45,African-American,Male,M,1,1,21,1
25 - 45,African-American,Female,F,1,7,39,1
25 - 45,African-American,Male,F,0,20,1,0
25 - 45,African-American,Female,M,0,1,0,0
25 - 45,African-American,Male,F,1,16,1,1
25 - 45,Caucasian,Male,M,1,1,2,1
Greater than 45,Caucasian,Male,F,1,7,151,0
25 - 45,African-American,Male,F,1,1,1,0
Greater than 45,African-American,Male,F,1,0,0,1
25 - 45,African-American,Male,F,0,2,7,0
Greater than 45,Caucasian,Female,F,0,0,1,0
Greater than 45,Caucasian,Male,M,0,7,0,0
Less than 25,Hispanic,Male,F,1,2,31,1
25 - 45,African-American,Female,M,0,0,1,0
Less than 25,Caucasian,Male,F,0,3,35,0
25 - 45,African-American,Male,F,1,11,5,1
Less than 25,Hispanic,Male,F,0,2,22,0
25 - 45,African-American,Male,F,1,2,0,1
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,African-American,Male,M,1,5,1,1
25 - 45,African-American,Male,F,1,1,1,1
25 - 45,African-American,Male,F,1,17,15,1
25 - 45,Caucasian,Female,F,0,0,0,0
Greater than 45,Caucasian,Male,M,0,0,0,0
Less than 25,African-American,Female,F,0,0,2,0
25 - 45,African-American,Male,F,1,4,5,1
25 - 45,African-American,Male,M,1,12,1,1
Less than 25,African-American,Male,M,1,0,1,1
Less than 25,Other,Male,M,0,0,0,0
25 - 45,Hispanic,Male,M,0,0,0,0
25 - 45,Hispanic,Male,M,0,1,0,0
Greater than 45,Caucasian,Male,M,1,1,40,1
Less than 25,Caucasian,Male,M,0,0,0,0
Greater than 45,African-American,Female,F,0,2,1,0
Less than 25,African-American,Male,F,1,0,2,1
25 - 45,African-American,Male,F,0,14,56,0
25 - 45,African-American,Male,F,0,1,1,0
25 - 45,African-American,Female,F,0,3,0,0
25 - 45,African-American,Male,F,1,16,2,1
25 - 45,Caucasian,Female,M,0,1,29,0
Less than 25,African-American,Male,F,1,0,0,1
Less than 25,Caucasian,Male,M,1,0,0,1
Less than 25,Caucasian,Male,M,0,1,8,0
25 - 45,African-American,Male,M,0,7,197,0
25 - 45,African-American,Male,F,0,0,8,0
25 - 45,Caucasian,Male,F,0,0,53,0
Less than 25,Hispanic,Male,F,1,2,2,1
25 - 45,African-American,Male,F,0,1,0,0
25 - 45,African-American,Male,F,1,22,1,1
Greater than 45,Hispanic,Male,M,0,0,1,0
Less than 25,African-American,Male,M,1,0,15,1
25 - 45,African-American,Male,F,1,9,0,1
25 - 45,Hispanic,Male,F,0,0,0,0
25 - 45,African-American,Male,F,0,2,0,0
25 - 45,African-American,Male,F,0,1,0,0
25 - 45,African-American,Male,F,1,7,5,0
Greater than 45,Caucasian,Female,F,0,2,0,0
25 - 45,Caucasian,Female,M,0,0,0,0
25 - 45,Caucasian,Male,F,1,6,152,1
25 - 45,African-American,Male,F,1,2,1,1
25 - 45,Caucasian,Male,M,0,1,11,0
25 - 45,African-American,Male,M,0,2,0,0
25 - 45,African-American,Male,F,1,6,0,1
Greater than 45,Hispanic,Male,M,0,0,1,0
25 - 45,Hispanic,Male,F,1,5,0,1
Less than 25,African-American,Male,F,1,2,8,1
Greater than 45,African-American,Male,F,1,29,0,1
25 - 45,African-American,Female,M,1,23,0,1
25 - 45,Hispanic,Male,M,0,0,0,0
25 - 45,African-American,Male,F,1,3,0,1
25 - 45,African-American,Male,F,1,1,0,1
Less than 25,African-American,Male,F,1,2,33,1
Greater than 45,African-American,Male,F,0,5,300,0
25 - 45,Caucasian,Male,M,0,0,1,0
Greater than 45,Caucasian,Female,F,0,6,6,0
Greater than 45,African-American,Male,F,1,16,0,1
25 - 45,Hispanic,Male,F,1,1,2,1
Greater than 45,Caucasian,Male,M,0,2,10,0
25 - 45,Caucasian,Male,M,0,0,2,0
25 - 45,Hispanic,Male,F,0,1,17,0
25 - 45,African-American,Female,M,0,2,0,0
Less than 25,Caucasian,Female,F,1,4,2,1
25 - 45,Caucasian,Male,F,1,3,37,1
Less than 25,Caucasian,Male,F,0,1,11,0
Less than 25,Caucasian,Male,F,1,1,0,1
25 - 45,African-American,Female,F,0,0,191,0
25 - 45,African-American,Male,F,1,10,22,1
25 - 45,Caucasian,Male,M,0,0,0,0
Less than 25,African-American,Male,F,1,0,7,1
25 - 45,African-American,Male,F,0,9,0,0
Greater than 45,Other,Female,F,0,1,0,0
Greater than 45,Other,Male,M,0,3,3,0
25 - 45,African-American,Male,M,0,5,323,0
Less than 25,African-American,Female,F,0,0,25,0
Greater than 45,African-American,Female,F,1,0,0,1
Less than 25,African-American,Female,M,1,0,0,1
Greater than 45,Caucasian,Male,F,0,0,2,0
Greater than 45,African-American,Male,M,0,2,30,0
Less than 25,African-American,Male,F,1,2,1,1
25 - 45,Caucasian,Male,F,0,1,0,0
Greater than 45,Caucasian,Female,F,0,0,0,0
Less than 25,Caucasian,Male,M,0,0,1,0
25 - 45,Caucasian,Male,F,1,10,0,1
25 - 45,Hispanic,Female,F,1,9,0,1
25 - 45,African-American,Female,F,1,5,9,1
Less than 25,African-American,Male,F,1,4,23,1
25 - 45,Caucasian,Female,F,1,3,1,1
Less than 25,Caucasian,Female,F,0,0,11,0
25 - 45,Hispanic,Female,M,1,8,7,1
25 - 45,Caucasian,Male,M,1,1,0,1
Greater than 45,Caucasian,Male,F,1,9,117,1
25 - 45,African-American,Male,F,1,4,0,1
25 - 45,Caucasian,Male,F,1,2,0,0
Less than 25,Caucasian,Male,F,1,1,8,1
Greater than 45,Caucasian,Male,F,0,0,11,0
25 - 45,African-American,Male,M,0,0,0,0
25 - 45,Other,Male,F,1,2,51,1
25 - 45,African-American,Male,F,1,6,0,1
Less than 25,African-American,Female,F,1,2,1,1
Less than 25,African-American,Female,F,0,7,1,0
25 - 45,Caucasian,Male,M,0,0,1,0
Less than 25,Caucasian,Female,M,0,1,0,0
Greater than 45,Caucasian,Male,F,0,1,0,0
25 - 45,Hispanic,Male,F,0,7,1,0
Less than 25,Hispanic,Male,F,0,2,9,0
25 - 45,Caucasian,Female,F,0,0,2,0
25 - 45,African-American,Male,F,1,13,2,1
25 - 45,African-American,Male,M,1,27,10,1
Greater than 45,Caucasian,Male,F,0,2,9,0
25 - 45,Caucasian,Male,F,0,0,2,0
Less than 25,African-American,Male,M,0,0,0,0
25 - 45,African-American,Female,M,1,9,12,1
Greater than 45,Caucasian,Male,F,0,3,6,0
25 - 45,Hispanic,Male,F,0,3,1,0
Less than 25,Caucasian,Male,F,0,1,1,0
Greater than 45,African-American,Male,F,1,3,1,1
25 - 45,Caucasian,Male,M,1,0,1,1
25 - 45,African-American,Male,F,1,6,0,1
25 - 45,African-American,Male,M,0,6,1,0
25 - 45,African-American,Male,M,0,0,0,0
Greater than 45,Caucasian,Male,M,0,3,0,0
25 - 45,African-American,Female,M,0,1,1,0
25 - 45,Caucasian,Female,F,1,3,0,1
Less than 25,African-American,Male,F,0,0,2,0
Less than 25,Caucasian,Male,F,1,1,0,1
25 - 45,African-American,Female,M,0,0,0,0
25 - 45,African-American,Male,F,0,2,0,0
Less than 25,Caucasian,Male,F,0,0,1,0
Greater than 45,African-American,Male,F,0,4,0,0
Less than 25,Caucasian,Male,M,1,4,2,1
25 - 45,African-American,Male,F,0,2,169,0
25 - 45,African-American,Male,F,0,0,0,0
Less than 25,African-American,Male,F,1,5,1,1
Less than 25,African-American,Male,M,1,0,0,1
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,African-American,Male,M,0,2,5,0
25 - 45,African-American,Female,M,0,0,0,0
25 - 45,African-American,Male,F,0,2,1,0
25 - 45,Hispanic,Male,F,0,0,0,0
25 - 45,Caucasian,Male,M,0,1,0,0
Less than 25,African-American,Male,F,1,1,3,1
25 - 45,Other,Male,F,0,1,1,0
25 - 45,African-American,Female,F,1,0,2,1
Less than 25,African-American,Male,F,0,0,11,0
Less than 25,Caucasian,Female,M,0,7,1,0
25 - 45,Other,Female,F,1,6,0,1
25 - 45,African-American,Male,F,1,6,0,1
Less than 25,African-American,Female,F,0,1,4,0
25 - 45,African-American,Male,F,1,8,25,1
25 - 45,African-American,Male,F,1,2,0,1
25 - 45,Caucasian,Male,M,0,0,6,0
Less than 25,African-American,Male,F,1,8,2,1
Greater than 45,Caucasian,Female,M,0,0,0,0
Less than 25,Caucasian,Male,F,1,1,3,1
Less than 25,African-American,Male,M,0,0,0,0
Greater than 45,African-American,Female,F,0,0,4,0
Greater than 45,Other,Male,M,0,0,1,0
25 - 45,African-American,Female,F,1,0,57,1
25 - 45,Caucasian,Male,M,0,0,0,0
Less than 25,African-American,Female,M,0,1,0,0
Less than 25,African-American,Male,F,1,2,58,1
Less than 25,African-American,Male,F,1,0,4,1
Less than 25,Caucasian,Male,F,0,0,0,0
25 - 45,African-American,Male,M,0,3,206,0
Greater than 45,African-American,Male,F,1,12,151,1
Less than 25,African-American,Male,F,1,1,1,1
25 - 45,African-American,Male,F,0,1,0,0
Less than 25,African-American,Male,M,1,2,3,1
Less than 25,Hispanic,Male,M,0,0,1,0
25 - 45,African-American,Male,F,1,4,1,1
25 - 45,African-American,Male,F,1,11,2,1
Less than 25,African-American,Male,F,0,0,1,0
Less than 25,African-American,Female,F,1,1,2,1
25 - 45,Other,Male,M,0,1,0,0
25 - 45,African-American,Male,F,1,3,0,1
25 - 45,African-American,Male,F,1,6,39,1
25 - 45,African-American,Male,M,1,4,34,1
25 - 45,Caucasian,Male,F,1,6,0,1
Greater than 45,Caucasian,Male,F,0,0,1,0
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Male,M,0,4,0,0
Less than 25,African-American,Male,F,1,3,16,1
Greater than 45,Caucasian,Male,M,1,0,37,1
25 - 45,African-American,Male,F,1,0,1,1
25 - 45,African-American,Male,F,0,0,0,0
Less than 25,Caucasian,Male,F,1,6,0,1
25 - 45,African-American,Male,M,0,11,0,0
25 - 45,African-American,Male,M,0,2,1,0
Greater than 45,Caucasian,Male,M,0,0,2,0
25 - 45,African-American,Male,F,1,7,1,1
Less than 25,African-American,Female,F,1,0,4,1
Greater than 45,African-American,Male,M,0,2,1,0
